0	0	0
0.01	3.71990414572796e-08	1.85995207286398
0.02	1.57570815748971e-07	7.87854078744855
0.03	3.16020027314594e-07	15.8010013657297
0.04	-5.29152574984908e-07	-26.4576287492454
0.05	-4.01290748156982e-06	-200.645374078491
0.06	-1.04712744381712e-05	-523.563721908562
0.07	-1.83476730363181e-05	-917.383651815907
0.08	-2.5913480644887e-05	-1295.67403224435
0.09	-3.22485873528136e-05	-1612.42936764068
0.1	-3.71396910383972e-05	-1856.98455191986
0.11	-4.08346733492706e-05	-2041.73366746353
0.12	-4.17149587014191e-05	-2085.74793507095
0.13	-3.78102553065184e-05	-1890.51276532592
0.14	-2.98660453903286e-05	-1493.30226951643
0.15	-2.04890474127765e-05	-1024.45237063882
0.16	-1.2497943889425e-05	-624.897194471249
0.17	-6.54629959187434e-06	-327.314979593717
0.18	-1.85401856306317e-06	-92.7009281531586
0.19	-7.38147124343508e-08	-3.69073562171754
0.2	-4.32360990741868e-06	-216.180495370934
0.21	-1.31107709785303e-05	-655.538548926513
0.22	-2.02305259070306e-05	-1011.52629535153
0.23	-2.29296021567303e-05	-1146.48010783652
0.24	-2.23580040160038e-05	-1117.90020080019
0.25	-1.78653748472897e-05	-893.268742364486
0.26	-7.63476619387298e-06	-381.738309693649
0.27	6.70608470105145e-06	335.304235052572
0.28	1.98418912506871e-05	992.094562534355
0.29	2.80110643556811e-05	1400.55321778405
0.3	3.25276793297128e-05	1626.38396648564
0.31	3.83865555154245e-05	1919.32777577123
0.32	4.89114219418775e-05	2445.57109709388
0.33	6.16516056829416e-05	3082.58028414708
0.34	7.19003848843852e-05	3595.01924421926
0.35	7.82655186180555e-05	3913.27593090277
0.36	8.14538226357375e-05	4072.69113178688
0.37	8.1472049709241e-05	4073.60248546205
0.38	7.69648037711227e-05	3848.24018855614
0.39	6.79385134723118e-05	3396.92567361559
0.4	6.05468072202996e-05	3027.34036101498
0.41	6.2503349337334e-05	3125.1674668667
0.42	7.36219775732519e-05	3681.09887866259
0.43	8.69312391519627e-05	4346.56195759814
0.44	9.51337315690912e-05	4756.68657845456
0.45	9.52626650237915e-05	4763.13325118958
0.46	9.10204088073508e-05	4551.02044036754
0.47	8.75830226103035e-05	4379.15113051517
0.48	8.73126501866035e-05	4365.63250933018
0.49	8.96356709348583e-05	4481.78354674291
0.5	9.23378364754054e-05	4616.89182377027
0.51	9.407686640079e-05	4703.8433200395
0.52	9.40989020216592e-05	4704.94510108296
0.53	9.39776072989454e-05	4698.88036494727
0.54	9.40060893583525e-05	4700.30446791762
0.55	9.06720114711136e-05	4533.60057355568
0.56	8.48986979770772e-05	4244.93489885386
0.57	8.08267863270701e-05	4041.3393163535
0.58	8.08785265996852e-05	4043.92632998426
0.59	8.56625909960901e-05	4283.12954980451
0.6	9.23473256810016e-05	4617.36628405008
0.61	9.61914852798661e-05	4809.57426399331
0.62	9.42235664694605e-05	4711.17832347302
0.63	8.68564974811931e-05	4342.82487405966
