# time disp shear stiffness
5.8058058058e-01 -8.4465267056e-04 -4.2232633528e+04 5.0000000000e+07
5.9059059059e-01 -9.5490742100e-04 -4.7745371050e+04 5.0000000000e+07
6.0060060060e-01 -1.0645658288e-03 -5.3228291442e+04 5.0000000000e+07
6.1061061061e-01 -1.1730600909e-03 -5.8653004545e+04 5.0000000000e+07
6.2062062062e-01 -1.2798149638e-03 -6.3990748191e+04 5.0000000000e+07
6.3063063063e-01 -1.3842506169e-03 -6.9212530847e+04 5.0000000000e+07
6.4064064064e-01 -1.4857855489e-03 -7.4289277443e+04 5.0000000000e+07
6.5065065065e-01 -1.5838395532e-03 -7.9191977658e+04 5.0000000000e+07
6.6066066066e-01 -1.6778367196e-03 -8.3891835979e+04 5.0000000000e+07
6.7067067067e-01 -1.7672084554e-03 -8.8360422770e+04 5.0000000000e+07
6.8068068068e-01 -1.8513965126e-03 -9.2569825629e+04 5.0000000000e+07
6.9069069069e-01 -1.9298560052e-03 -9.6492800259e+04 5.0000000000e+07
7.0070070070e-01 -2.0020584025e-03 -1.0010292012e+05 5.0000000000e+07
7.1071071071e-01 -2.0674944819e-03 -1.0337472410e+05 5.0000000000e+07
7.2072072072e-01 -2.1256772277e-03 -1.0628386138e+05 5.0000000000e+07
7.3073073073e-01 -2.1761446589e-03 -1.0880723295e+05 5.0000000000e+07
7.4074074074e-01 -2.2184625739e-03 -1.1092312870e+05 5.0000000000e+07
7.5075075075e-01 -2.2522271948e-03 -1.1261135974e+05 5.0000000000e+07
7.6076076076e-01 -2.2770676991e-03 -1.1385338495e+05 5.0000000000e+07
7.7077077077e-01 -2.2926486248e-03 -1.1463243124e+05 5.0000000000e+07
7.8078078078e-01 -2.2986721351e-03 -1.1493360675e+05 5.0000000000e+07
7.9079079079e-01 -2.2948801298e-03 -1.1474400649e+05 5.0000000000e+07
8.0080080080e-01 -2.2810561930e-03 -1.1405280965e+05 5.0000000000e+07
8.1081081081e-01 -2.2570273637e-03 -1.1285136818e+05 5.0000000000e+07
8.2082082082e-01 -2.2226657198e-03 -1.1113328599e+05 5.0000000000e+07
8.3083083083e-01 -2.1778897658e-03 -1.0889448829e+05 5.0000000000e+07
8.4084084084e-01 -2.1226656148e-03 -1.0613328074e+05 5.0000000000e+07
8.5085085085e-01 -2.0570079562e-03 -1.0285039781e+05 5.0000000000e+07
8.6086086086e-01 -1.9809808035e-03 -9.9049040177e+04 5.0000000000e+07
8.7087087087e-01 -1.8946980148e-03 -9.4734900739e+04 5.0000000000e+07
8.8088088088e-01 -1.7983235808e-03 -8.9916179038e+04 5.0000000000e+07
8.9089089089e-01 -1.6920716774e-03 -8.4603583870e+04 5.0000000000e+07
9.0090090090e-01 -1.5762064789e-03 -7.8810323947e+04 5.0000000000e+07
9.1091091091e-01 -1.4510417301e-03 -7.2552086504e+04 5.0000000000e+07
9.2092092092e-01 -1.3169400765e-03 -6.5847003827e+04 5.0000000000e+07
9.3093093093e-01 -1.1743121542e-03 -5.8715607709e+04 5.0000000000e+07
9.4094094094e-01 -1.0236154383e-03 -5.1180771915e+04 5.0000000000e+07
9.5095095095e-01 -8.6535285601e-04 -4.3267642800e+04 5.0000000000e+07
9.6096096096e-01 -7.0007116506e-04 -3.5003558253e+04 5.0000000000e+07
9.7097097097e-01 -5.2835910449e-04 -2.6417955225e+04 5.0000000000e+07
9.8098098098e-01 -3.5084532301e-04 -1.7542266150e+04 5.0000000000e+07
9.9099099099e-01 -1.6819609217e-04 -8.4098046084e+03 5.0000000000e+07
1.0010010010e+00 1.8887187135e-05 9.4435935677e+02 5.0000000000e+07
1.0110110110e+00 2.0967067580e-04 1.0483533790e+04 5.0000000000e+07
1.0210210210e+00 4.0339097481e-04 2.0169548741e+04 5.0000000000e+07
1.0310310310e+00 5.9925817950e-04 2.9962908975e+04 5.0000000000e+07
1.0410410410e+00 7.9645909747e-04 3.9822954873e+04 5.0000000000e+07
1.0510510511e+00 9.9416061713e-04 4.9708030856e+04 5.0000000000e+07
1.0610610611e+00 1.1915132130e-03 5.9575660649e+04 5.0000000000e+07
1.0710710711e+00 1.3876545727e-03 6.9382728637e+04 5.0000000000e+07
1.0810810811e+00 1.5817133313e-03 7.9085666564e+04 5.0000000000e+07
1.0910910911e+00 1.7728128949e-03 8.8640644743e+04 5.0000000000e+07
1.1011011011e+00 1.9600753394e-03 9.8003766970e+04 5.0000000000e+07
1.1111111111e+00 2.1426253656e-03 1.0713126828e+05 5.0000000000e+07
1.1211211211e+00 2.3195942933e-03 1.1597971466e+05 5.0000000000e+07
1.1311311311e+00 2.4901240768e-03 1.2450620384e+05 5.0000000000e+07
1.1411411411e+00 2.6533713241e-03 1.3266856620e+05 5.0000000000e+07
1.1511511512e+00 2.8085113003e-03 1.4042556502e+05 5.0000000000e+07
1.1611611612e+00 2.9547418976e-03 1.4773709488e+05 5.0000000000e+07
1.1711711712e+00 3.0912875529e-03 1.5456437764e+05 5.0000000000e+07
1.1811811812e+00 3.2174030951e-03 1.6087015475e+05 5.0000000000e+07
1.1911911912e+00 3.3323775033e-03 1.6661887517e+05 5.0000000000e+07
1.2012012012e+00 3.4355375581e-03 1.7177687791e+05 5.0000000000e+07
1.2112112112e+00 3.5262513680e-03 1.7631256840e+05 5.0000000000e+07
1.2212212212e+00 3.6039317536e-03 1.8019658768e+05 5.0000000000e+07
1.2312312312e+00 3.6680394734e-03 1.8340197367e+05 5.0000000000e+07
1.2412412412e+00 3.7180862736e-03 1.8590431368e+05 5.0000000000e+07
1.2512512513e+00 3.7536377473e-03 1.8768188736e+05 5.0000000000e+07
1.2612612613e+00 3.7743159871e-03 1.8871579936e+05 5.0000000000e+07
1.2712712713e+00 3.7798020188e-03 1.8899010094e+05 5.0000000000e+07
1.2812812813e+00 3.7698380001e-03 1.8849190001e+05 5.0000000000e+07
1.2912912913e+00 3.7442291743e-03 1.8721145872e+05 5.0000000000e+07
1.3013013013e+00 3.7028455664e-03 1.8514227832e+05 5.0000000000e+07
1.3113113113e+00 3.6456234117e-03 1.8228117058e+05 5.0000000000e+07
1.3213213213e+00 3.5725663067e-03 1.7862831533e+05 5.0000000000e+07
1.3313313313e+00 3.4837460762e-03 1.7418730381e+05 5.0000000000e+07
1.3413413413e+00 3.3793033472e-03 1.6896516736e+05 5.0000000000e+07
1.3513513514e+00 3.2594478258e-03 1.6297239129e+05 5.0000000000e+07
1.3613613614e+00 3.1244582719e-03 1.5622291360e+05 5.0000000000e+07
1.3713713714e+00 2.9746821687e-03 1.4873410843e+05 5.0000000000e+07
1.3813813814e+00 2.8105350854e-03 1.4052675427e+05 5.0000000000e+07
1.3913913914e+00 2.6324997328e-03 1.3162498664e+05 5.0000000000e+07
1.4014014014e+00 2.4411247123e-03 1.2205623562e+05 5.0000000000e+07
1.4114114114e+00 2.2370229614e-03 1.1185114807e+05 5.0000000000e+07
1.4214214214e+00 2.0208698981e-03 1.0104349491e+05 5.0000000000e+07
1.4314314314e+00 1.7934012716e-03 8.9670063582e+04 5.0000000000e+07
1.4414414414e+00 1.5554107228e-03 7.7770536139e+04 5.0000000000e+07
1.4514514515e+00 1.3077470647e-03 6.5387353234e+04 5.0000000000e+07
1.4614614615e+00 1.0513112910e-03 5.2565564551e+04 5.0000000000e+07
1.4714714715e+00 7.8705332313e-04 3.9352666156e+04 5.0000000000e+07
1.4814814815e+00 5.1596850722e-04 2.5798425361e+04 5.0000000000e+07
1.4914914915e+00 2.3909387462e-04 1.1954693731e+04 5.0000000000e+07
1.5015015015e+00 -4.2495820837e-05 -2.1247910419e+03 5.0000000000e+07
1.5115115115e+00 -3.2769227327e-04 -1.6384613664e+04 5.0000000000e+07
1.5215215215e+00 -6.1535798682e-04 -3.0767899341e+04 5.0000000000e+07
1.5315315315e+00 -9.0433081215e-04 -4.5216540607e+04 5.0000000000e+07
1.5415415415e+00 -1.1934286394e-03 -5.9671431970e+04 5.0000000000e+07
1.5515515516e+00 -1.4814542285e-03 -7.4072711424e+04 5.0000000000e+07
1.5615615616e+00 -1.7672001571e-03 -8.8360007855e+04 5.0000000000e+07
1.5715715716e+00 -2.0494538661e-03 -1.0247269331e+05 5.0000000000e+07
1.5815815816e+00 -2.3270027811e-03 -1.1635013906e+05 5.0000000000e+07
1.5915915916e+00 -2.5986394888e-03 -1.2993197444e+05 5.0000000000e+07
1.6016016016e+00 -2.8631669460e-03 -1.4315834730e+05 5.0000000000e+07
1.6116116116e+00 -3.1194036993e-03 -1.5597018496e+05 5.0000000000e+07
1.6216216216e+00 -3.3661890923e-03 -1.6830945462e+05 5.0000000000e+07
1.6316316316e+00 -3.6023884384e-03 -1.8011942192e+05 5.0000000000e+07
1.6416416416e+00 -3.8268981356e-03 -1.9134490678e+05 5.0000000000e+07
1.6516516517e+00 -4.0386507011e-03 -2.0193253505e+05 5.0000000000e+07
1.6616616617e+00 -4.2366197032e-03 -2.1183098516e+05 5.0000000000e+07
1.6716716717e+00 -4.4198245682e-03 -2.2099122841e+05 5.0000000000e+07
1.6816816817e+00 -4.5873352394e-03 -2.2936676197e+05 5.0000000000e+07
1.6916916917e+00 -4.7382766682e-03 -2.3691383341e+05 5.0000000000e+07
1.7017017017e+00 -4.8718331151e-03 -2.4359165576e+05 5.0000000000e+07
1.7117117117e+00 -4.9872522414e-03 -2.4936261207e+05 5.0000000000e+07
1.7217217217e+00 -5.0838489702e-03 -2.5419244851e+05 5.0000000000e+07
1.7317317317e+00 -5.1610091001e-03 -2.5805045501e+05 5.0000000000e+07
1.7417417417e+00 -5.2181926525e-03 -2.6090963262e+05 5.0000000000e+07
1.7517517518e+00 -5.2549369350e-03 -2.6274684675e+05 5.0000000000e+07
1.7617617618e+00 -5.2708593072e-03 -2.6354296536e+05 5.0000000000e+07
1.7717717718e+00 -5.2656596320e-03 -2.6328298160e+05 5.0000000000e+07
1.7817817818e+00 -5.2391224006e-03 -2.6195612003e+05 5.0000000000e+07
1.7917917918e+00 -5.1911185180e-03 -2.5955592590e+05 5.0000000000e+07
1.8018018018e+00 -5.1216067390e-03 -2.5608033695e+05 5.0000000000e+07
1.8118118118e+00 -5.0306347455e-03 -2.5153173727e+05 5.0000000000e+07
1.8218218218e+00 -4.9183398557e-03 -2.4591699279e+05 5.0000000000e+07
1.8318318318e+00 -4.7849493613e-03 -2.3924746806e+05 5.0000000000e+07
1.8418418418e+00 -4.6307804853e-03 -2.3153902427e+05 5.0000000000e+07
1.8518518519e+00 -4.4562399598e-03 -2.2281199799e+05 5.0000000000e+07
1.8618618619e+00 -4.2618232190e-03 -2.1309116095e+05 5.0000000000e+07
1.8718718719e+00 -4.0481132114e-03 -2.0240566057e+05 5.0000000000e+07
1.8818818819e+00 -3.8157788286e-03 -1.9078894143e+05 5.0000000000e+07
1.8918918919e+00 -3.5655729576e-03 -1.7827864788e+05 5.0000000000e+07
1.9019019019e+00 -3.2983301593e-03 -1.6491650797e+05 5.0000000000e+07
1.9119119119e+00 -3.0149639806e-03 -1.5074819903e+05 5.0000000000e+07
1.9219219219e+00 -2.7164639082e-03 -1.3582319541e+05 5.0000000000e+07
1.9319319319e+00 -2.4038919746e-03 -1.2019459873e+05 5.0000000000e+07
1.9419419419e+00 -2.0783790256e-03 -1.0391895128e+05 5.0000000000e+07
1.9519519520e+00 -1.7411206652e-03 -8.7056033258e+04 5.0000000000e+07
1.9619619620e+00 -1.3933728894e-03 -6.9668644470e+04 5.0000000000e+07
1.9719719720e+00 -1.0364474270e-03 -5.1822371352e+04 5.0000000000e+07
1.9819819820e+00 -6.7170680309e-04 -3.3585340155e+04 5.0000000000e+07
1.9919919920e+00 -3.0055914421e-04 -1.5027957211e+04 5.0000000000e+07
2.0020020020e+00 7.5547254287e-05 3.7773627143e+03 5.0000000000e+07
2.0120120120e+00 4.5512957901e-04 2.2756478951e+04 5.0000000000e+07
2.0220220220e+00 8.3667634446e-04 4.1833817223e+04 5.0000000000e+07
2.0320320320e+00 1.2186534114e-03 6.0932670572e+04 5.0000000000e+07
2.0420420420e+00 1.5995101539e-03 7.9975507694e+04 5.0000000000e+07
2.0520520521e+00 1.9776857494e-03 9.8884287470e+04 5.0000000000e+07
2.0620620621e+00 2.3516155680e-03 1.1758077840e+05 5.0000000000e+07
2.0720720721e+00 2.7197376326e-03 1.3598688163e+05 5.0000000000e+07
2.0820820821e+00 3.0804991254e-03 1.5402495627e+05 5.0000000000e+07
2.0920920921e+00 3.4323629123e-03 1.7161814561e+05 5.0000000000e+07
2.1021021021e+00 3.7738140583e-03 1.8869070292e+05 5.0000000000e+07
2.1121121121e+00 4.1033663071e-03 2.0516831535e+05 5.0000000000e+07
2.1221221221e+00 4.4195684956e-03 2.2097842478e+05 5.0000000000e+07
2.1321321321e+00 4.7210108780e-03 2.3605054390e+05 5.0000000000e+07
2.1421421421e+00 5.0063313308e-03 2.5031656654e+05 5.0000000000e+07
2.1521521522e+00 5.2742214113e-03 2.6371107057e+05 5.0000000000e+07
2.1621621622e+00 5.5234322448e-03 2.7617161224e+05 5.0000000000e+07
2.1721721722e+00 5.7527802120e-03 2.8763901060e+05 5.0000000000e+07
2.1821821822e+00 5.9611524139e-03 2.9805762070e+05 5.0000000000e+07
2.1921921922e+00 6.1475118862e-03 3.0737559431e+05 5.0000000000e+07
2.2022022022e+00 6.3109025427e-03 3.1554512713e+05 5.0000000000e+07
2.2122122122e+00 6.4504538225e-03 3.2252269112e+05 5.0000000000e+07
2.2222222222e+00 6.5653850201e-03 3.2826925100e+05 5.0000000000e+07
2.2322322322e+00 6.6550092776e-03 3.3275046388e+05 5.0000000000e+07
2.2422422422e+00 6.7187372200e-03 3.3593686100e+05 5.0000000000e+07
2.2522522523e+00 6.7560802146e-03 3.3780401073e+05 5.0000000000e+07
2.2622622623e+00 6.7666532393e-03 3.3833266197e+05 5.0000000000e+07
2.2722722723e+00 6.7501773436e-03 3.3750886718e+05 5.0000000000e+07
2.2822822823e+00 6.7064816895e-03 3.3532408447e+05 5.0000000000e+07
2.2922922923e+00 6.6355051601e-03 3.3177525800e+05 5.0000000000e+07
2.3023023023e+00 6.5372975267e-03 3.2686487633e+05 5.0000000000e+07
2.3123123123e+00 6.4120201646e-03 3.2060100823e+05 5.0000000000e+07
2.3223223223e+00 6.2599463129e-03 3.1299731565e+05 5.0000000000e+07
2.3323323323e+00 6.0814608722e-03 3.0407304361e+05 5.0000000000e+07
2.3423423423e+00 5.8770597387e-03 2.9385298693e+05 5.0000000000e+07
2.3523523524e+00 5.6473486734e-03 2.8236743367e+05 5.0000000000e+07
2.3623623624e+00 5.3930417074e-03 2.6965208537e+05 5.0000000000e+07
2.3723723724e+00 5.1149590869e-03 2.5574795435e+05 5.0000000000e+07
2.3823823824e+00 4.8140247627e-03 2.4070123814e+05 5.0000000000e+07
2.3923923924e+00 4.4912634315e-03 2.2456317157e+05 5.0000000000e+07
2.4024024024e+00 4.1477971371e-03 2.0738985685e+05 5.0000000000e+07
2.4124124124e+00 3.7848414441e-03 1.8924207221e+05 5.0000000000e+07
2.4224224224e+00 3.4037011950e-03 1.7018505975e+05 5.0000000000e+07
2.4324324324e+00 3.0057658656e-03 1.5028829328e+05 5.0000000000e+07
2.4424424424e+00 2.5925045365e-03 1.2962522683e+05 5.0000000000e+07
2.4524524525e+00 2.1654604971e-03 1.0827302485e+05 5.0000000000e+07
2.4624624625e+00 1.7262455017e-03 8.6312275086e+04 5.0000000000e+07
2.4724724725e+00 1.2765337010e-03 6.3826685049e+04 5.0000000000e+07
2.4824824825e+00 8.1805526915e-04 4.0902763457e+04 5.0000000000e+07
2.4924924925e+00 3.5258975281e-04 1.7629487641e+04 5.0000000000e+07
2.5025025025e+00 -1.1804083376e-04 -5.9020416881e+03 5.0000000000e+07
2.5125125125e+00 -5.9197914003e-04 -2.9598957001e+04 5.0000000000e+07
2.5225225225e+00 -1.0673398092e-03 -5.3366990458e+04 5.0000000000e+07
2.5325325325e+00 -1.5422169779e-03 -7.7110848893e+04 5.0000000000e+07
2.5425425425e+00 -2.0146919161e-03 -1.0073459581e+05 5.0000000000e+07
2.5525525526e+00 -2.4828407762e-03 -1.2414203881e+05 5.0000000000e+07
2.5625625626e+00 -2.9447424200e-03 -1.4723712100e+05 5.0000000000e+07
2.5725725726e+00 -3.3984862920e-03 -1.6992431460e+05 5.0000000000e+07
2.5825825826e+00 -3.8421803069e-03 -1.9210901535e+05 5.0000000000e+07
2.5925925926e+00 -4.2739587183e-03 -2.1369793592e+05 5.0000000000e+07
2.6026026026e+00 -4.6919899364e-03 -2.3459949682e+05 5.0000000000e+07
2.6126126126e+00 -5.0944842618e-03 -2.5472421309e+05 5.0000000000e+07
2.6226226226e+00 -5.4797015030e-03 -2.7398507515e+05 5.0000000000e+07
2.6326326326e+00 -5.8459584454e-03 -2.9229792227e+05 5.0000000000e+07
2.6426426426e+00 -6.1916361399e-03 -3.0958180699e+05 5.0000000000e+07
2.6526526527e+00 -6.5151869792e-03 -3.2575934896e+05 5.0000000000e+07
2.6626626627e+00 -6.8151415324e-03 -3.4075707662e+05 5.0000000000e+07
2.6726726727e+00 -7.0901151070e-03 -3.5450575535e+05 5.0000000000e+07
2.6826826827e+00 -7.3388140095e-03 -3.6694070048e+05 5.0000000000e+07
2.6926926927e+00 -7.5600414773e-03 -3.7800207386e+05 5.0000000000e+07
2.7027027027e+00 -7.7527032546e-03 -3.8763516273e+05 5.0000000000e+07
2.7127127127e+00 -7.9158127875e-03 -3.9579063938e+05 5.0000000000e+07
2.7227227227e+00 -8.0484960134e-03 -4.0242480067e+05 5.0000000000e+07
2.7327327327e+00 -8.1499957236e-03 -4.0749978618e+05 5.0000000000e+07
2.7427427427e+00 -8.2196754767e-03 -4.1098377383e+05 5.0000000000e+07
2.7527527528e+00 -8.2570230455e-03 -4.1285115227e+05 5.0000000000e+07
2.7627627628e+00 -8.2616533779e-03 -4.1308266889e+05 5.0000000000e+07
2.7727727728e+00 -8.2333110587e-03 -4.1166555294e+05 5.0000000000e+07
2.7827827828e+00 -8.1718722571e-03 -4.0859361285e+05 5.0000000000e+07
2.7927927928e+00 -8.0773461490e-03 -4.0386730745e+05 5.0000000000e+07
2.8028028028e+00 -7.9498758056e-03 -3.9749379028e+05 5.0000000000e+07
2.8128128128e+00 -7.7897385397e-03 -3.8948692699e+05 5.0000000000e+07
2.8228228228e+00 -7.5973457062e-03 -3.7986728531e+05 5.0000000000e+07
2.8328328328e+00 -7.3732419523e-03 -3.6866209761e+05 5.0000000000e+07
2.8428428428e+00 -7.1181039190e-03 -3.5590519595e+05 5.0000000000e+07
2.8528528529e+00 -6.8327383941e-03 -3.4163691970e+05 5.0000000000e+07
2.8628628629e+00 -6.5180799207e-03 -3.2590399604e+05 5.0000000000e+07
2.8728728729e+00 -6.1751878691e-03 -3.0875939345e+05 5.0000000000e+07
2.8828828829e+00 -5.8052429781e-03 -2.9026214890e+05 5.0000000000e+07
2.8928928929e+00 -5.4095433794e-03 -2.7047716897e+05 5.0000000000e+07
2.9029029029e+00 -4.9895001155e-03 -2.4947500578e+05 5.0000000000e+07
2.9129129129e+00 -4.5466321678e-03 -2.2733160839e+05 5.0000000000e+07
2.9229229229e+00 -4.0825610115e-03 -2.0412805058e+05 5.0000000000e+07
2.9329329329e+00 -3.5990047174e-03 -1.7995023587e+05 5.0000000000e+07
2.9429429429e+00 -3.0977716201e-03 -1.5488858101e+05 5.0000000000e+07
2.9529529530e+00 -2.5807535786e-03 -1.2903767893e+05 5.0000000000e+07
2.9629629630e+00 -2.0499188510e-03 -1.0249594255e+05 5.0000000000e+07
2.9729729730e+00 -1.5073046137e-03 -7.5365230684e+04 5.0000000000e+07
2.9829829830e+00 -9.5500914957e-04 -4.7750457478e+04 5.0000000000e+07
2.9929929930e+00 -3.9518373888e-04 -1.9759186944e+04 5.0000000000e+07
3.0030030030e+00 1.6997571878e-04 8.4987859389e+03 5.0000000000e+07
3.0130130130e+00 7.3823731714e-04 3.6911865857e+04 5.0000000000e+07
3.0230230230e+00 1.3073419574e-03 6.5367097872e+04 5.0000000000e+07
3.0330330330e+00 1.8750123291e-03 9.3750616453e+04 5.0000000000e+07
3.0430430430e+00 2.4389620212e-03 1.2194810106e+05 5.0000000000e+07
3.0530530531e+00 2.9969047286e-03 1.4984523643e+05 5.0000000000e+07
3.0630630631e+00 3.5465635151e-03 1.7732817575e+05 5.0000000000e+07
3.0730730731e+00 4.0856800966e-03 2.0428400483e+05 5.0000000000e+07
3.0830830831e+00 4.6120241064e-03 2.3060120532e+05 5.0000000000e+07
3.0930930931e+00 5.1234023040e-03 2.5617011520e+05 5.0000000000e+07
3.1031031031e+00 5.6176676910e-03 2.8088338455e+05 5.0000000000e+07
3.1131131131e+00 6.0927284942e-03 3.0463642471e+05 5.0000000000e+07
3.1231231231e+00 6.5465569806e-03 3.2732784903e+05 5.0000000000e+07
3.1331331331e+00 6.9771980651e-03 3.4885990325e+05 5.0000000000e+07
3.1431431431e+00 7.3827776766e-03 3.6913888383e+05 5.0000000000e+07
3.1531531532e+00 7.7615108456e-03 3.8807554228e+05 5.0000000000e+07
3.1631631632e+00 8.1117094791e-03 4.0558547395e+05 5.0000000000e+07
3.1731731732e+00 8.4317897886e-03 4.2158948943e+05 5.0000000000e+07
3.1831831832e+00 8.7202793406e-03 4.3601396703e+05 5.0000000000e+07
3.1931931932e+00 8.9758236957e-03 4.4879118478e+05 5.0000000000e+07
3.2032032032e+00 9.1971926102e-03 4.5985963051e+05 5.0000000000e+07
3.2132132132e+00 9.3832857694e-03 4.6916428847e+05 5.0000000000e+07
3.2232232232e+00 9.5331380285e-03 4.7665690143e+05 5.0000000000e+07
3.2332332332e+00 9.6459241354e-03 4.8229620677e+05 5.0000000000e+07
3.2432432432e+00 9.7209629144e-03 4.8604814572e+05 5.0000000000e+07
3.2532532533e+00 9.7577208900e-03 4.8788604450e+05 5.0000000000e+07
3.2632632633e+00 9.7558153322e-03 4.8779076661e+05 5.0000000000e+07
3.2732732733e+00 9.7150167092e-03 4.8575083546e+05 5.0000000000e+07
3.2832832833e+00 9.6352505322e-03 4.8176252661e+05 5.0000000000e+07
3.2932932933e+00 9.5165985827e-03 4.7582992914e+05 5.0000000000e+07
3.3033033033e+00 9.3592995128e-03 4.6796497564e+05 5.0000000000e+07
3.3133133133e+00 9.1637488134e-03 4.5818744067e+05 5.0000000000e+07
3.3233233233e+00 8.9304981461e-03 4.4652490730e+05 5.0000000000e+07
3.3333333333e+00 8.6602540378e-03 4.3301270189e+05 5.0000000000e+07
3.3433433433e+00 8.3538759410e-03 4.1769379705e+05 5.0000000000e+07
3.3533533534e+00 8.0123736617e-03 4.0061868308e+05 5.0000000000e+07
3.3633633634e+00 7.6369041644e-03 3.8184520822e+05 5.0000000000e+07
3.3733733734e+00 7.2287677620e-03 3.6143838810e+05 5.0000000000e+07
3.3833833834e+00 6.7894037035e-03 3.3947018517e+05 5.0000000000e+07
3.3933933934e+00 6.3203851727e-03 3.1601925864e+05 5.0000000000e+07
3.4034034034e+00 5.8234137176e-03 2.9117068588e+05 5.0000000000e+07
3.4134134134e+00 5.3003131267e-03 2.6501565633e+05 5.0000000000e+07
3.4234234234e+00 4.7530227764e-03 2.3765113882e+05 5.0000000000e+07
3.4334334334e+00 4.1835904733e-03 2.0917952366e+05 5.0000000000e+07
3.4434434434e+00 3.5941648158e-03 1.7970824079e+05 5.0000000000e+07
3.4534534535e+00 2.9869871064e-03 1.4934935532e+05 5.0000000000e+07
3.4634634635e+00 2.3643828423e-03 1.1821914211e+05 5.0000000000e+07
3.4734734735e+00 1.7287528180e-03 8.6437640900e+04 5.0000000000e+07
3.4834834835e+00 1.0825638743e-03 5.4128193714e+04 5.0000000000e+07
3.4934934935e+00 4.2833932747e-04 2.1416966374e+04 5.0000000000e+07
3.5035035035e+00 -2.3135088211e-04 -1.1567544105e+04 5.0000000000e+07
3.5135135135e+00 -8.9390028501e-04 -4.4695014251e+04 5.0000000000e+07
3.5235235235e+00 -1.5566761810e-03 -7.7833809048e+04 5.0000000000e+07
3.5335335335e+00 -2.2170300999e-03 -1.1085150500e+05 5.0000000000e+07
3.5435435435e+00 -2.8723083842e-03 -1.4361541921e+05 5.0000000000e+07
3.5535535536e+00 -3.5198628496e-03 -1.7599314248e+05 5.0000000000e+07
3.5635635636e+00 -4.1570614828e-03 -2.0785307414e+05 5.0000000000e+07
3.5735735736e+00 -4.7812991312e-03 -2.3906495656e+05 5.0000000000e+07
3.5835835836e+00 -5.3900081425e-03 -2.6950040713e+05 5.0000000000e+07
3.5935935936e+00 -5.9806689106e-03 -2.9903344553e+05 5.0000000000e+07
3.6036036036e+00 -6.5508202839e-03 -3.2754101420e+05 5.0000000000e+07
3.6136136136e+00 -7.0980697939e-03 -3.5490348969e+05 5.0000000000e+07
3.6236236236e+00 -7.6201036610e-03 -3.8100518305e+05 5.0000000000e+07
3.6336336336e+00 -8.1146965363e-03 -4.0573482681e+05 5.0000000000e+07
3.6436436436e+00 -8.5797209383e-03 -4.2898604692e+05 5.0000000000e+07
3.6536536537e+00 -9.0131563449e-03 -4.5065781724e+05 5.0000000000e+07
3.6636636637e+00 -9.4130979008e-03 -4.7065489504e+05 5.0000000000e+07
3.6736736737e+00 -9.7777647059e-03 -4.8888823530e+05 5.0000000000e+07
3.6836836837e+00 -1.0105507646e-02 -5.0026376911e+05 2.5000000000e+06
3.6936936937e+00 -1.0394816730e-02 -5.0098704183e+05 2.5000000000e+06
3.7037037037e+00 -1.0644327915e-02 -5.0161081979e+05 2.5000000000e+06
3.7137137137e+00 -1.0852829359e-02 -5.0213207340e+05 2.5000000000e+06
3.7237237237e+00 -1.1019267113e-02 -5.0254816778e+05 2.5000000000e+06
3.7337337337e+00 -1.1142750191e-02 -5.0285687548e+05 2.5000000000e+06
3.7437437437e+00 -1.1222555017e-02 -5.0305638754e+05 2.5000000000e+06
3.7537537538e+00 -1.1258129215e-02 -5.0314532304e+05 2.5000000000e+06
3.7637637638e+00 -1.1249094727e-02 -5.0269359867e+05 5.0000000000e+07
3.7737737738e+00 -1.1195250254e-02 -5.0000137502e+05 5.0000000000e+07
3.7837837838e+00 -1.1096572983e-02 -4.9506751143e+05 5.0000000000e+07
3.7937937938e+00 -1.0953219610e-02 -4.8789984278e+05 5.0000000000e+07
3.8038038038e+00 -1.0765526647e-02 -4.7851519465e+05 5.0000000000e+07
3.8138138138e+00 -1.0534010001e-02 -4.6693936233e+05 5.0000000000e+07
3.8238238238e+00 -1.0259363826e-02 -4.5320705361e+05 5.0000000000e+07
3.8338338338e+00 -9.9424586589e-03 -4.3736179524e+05 5.0000000000e+07
3.8438438438e+00 -9.5843388231e-03 -4.1945580345e+05 5.0000000000e+07
3.8538538539e+00 -9.1862191293e-03 -3.9954981876e+05 5.0000000000e+07
3.8638638639e+00 -8.7494808660e-03 -3.7771290560e+05 5.0000000000e+07
3.8738738739e+00 -8.2756671010e-03 -3.5402221735e+05 5.0000000000e+07
3.8838838839e+00 -7.7664773067e-03 -3.2856272764e+05 5.0000000000e+07
3.8938938939e+00 -7.2237613293e-03 -3.0142692876e+05 5.0000000000e+07
3.9039039039e+00 -6.6495127200e-03 -2.7271449830e+05 5.0000000000e+07
3.9139139139e+00 -6.0458614560e-03 -2.4253193510e+05 5.0000000000e+07
3.9239239239e+00 -5.4150660739e-03 -2.1099216599e+05 5.0000000000e+07
3.9339339339e+00 -4.7595052473e-03 -1.7821412467e+05 5.0000000000e+07
3.9439439439e+00 -4.0816688383e-03 -1.4432230421e+05 5.0000000000e+07
3.9539539540e+00 -3.3841484564e-03 -1.0944628512e+05 5.0000000000e+07
3.9639639640e+00 -2.6696275622e-03 -7.3720240408e+04 5.0000000000e+07
3.9739739740e+00 -1.9408711510e-03 -3.7282419851e+04 5.0000000000e+07
