time_s,u_iso_1_m,f_iso_1_N,u_iso_2_m,f_iso_2_N,u_iso_3_m,f_iso_3_N
5.0600000000000005,-0.0023205830765219908,-2732.620597326921,-0.0023644993186752302,-2704.399067579205,-0.0023205830765219817,-2732.6205973269075
5.07,-0.00201047098185269,-2112.39640798832,-0.0020603929189707635,-2096.186268170272,-0.0020104709818526524,-2112.3964079882494
5.08,-0.0015894315530846084,-1270.3175504521564,-0.0016435061548890992,-1262.412740006943,-0.0015894315530845524,-1270.3175504520493
5.09,-0.0010469887374187888,-185.43191912051742,-0.001101836437282238,-179.0733047932205,-0.0010469887374187211,-185.43191912038657
5.1000000000000005,-0.00038738100455164125,1115.2898064687247,-0.00043846199810876677,1128.4816702196094,-0.00038738100455159295,1115.2898064688143
5.11,0.0003564909934970632,2507.3585868255564,0.0003137191873870371,2533.6892669528265,0.0003564909934970723,2507.358586825572
5.12,0.001128075230958989,3826.4994797642094,0.001097085228419218,3867.5347409318774,0.001128075230958991,3826.499479764212
5.13,0.0018692268725766326,4954.191341909931,0.0018523119130731127,5008.1559381800025,0.0018692268725766332,4954.191341909932
5.14,0.0025494411075693835,5864.070296328863,0.0025486100563352587,5928.82523595058,0.0025494411075693835,5864.070296328863
5.15,0.003165332655187614,6586.175139124944,0.003183008352919493,6660.4203050034175,0.003165332655187614,6586.175139124944
5.16,0.003695745044401747,7135.777288906283,0.0037339601317287513,7218.800506582332,0.0036957450444017473,7135.777288906283
5.17,0.004080181786375152,7497.832038262239,0.0041392520187100365,7589.996666127625,0.004080181786375152,7497.832038262239
5.18,0.0042558899043515135,7655.869623489518,0.004334200546335787,7759.60985935776,0.0042558899043515135,7655.869623489517
5.19,0.004217060959642275,7578.211734071041,0.004311072170292871,7713.353107271928,0.004217060959642275,7578.21173407104
5.2,0.004042970150191595,7230.03011516968,0.004149153652304384,7389.516071294955,0.004042970150191594,7230.0301151696785
5.21,0.0038274025772721217,6798.894969330734,0.003943823293533293,6978.855353752772,0.0038274025772721235,6798.894969330737
5.22,0.0036113925111769607,6366.874837140412,0.0037364534022733473,6564.11557123288,0.003611392511176937,6366.8748371403635
5.23,0.0034060517403438984,5956.193295474287,0.003537892273152876,6166.993312991938,0.003406051740343836,5956.1932954741615
5.24,0.003221310379360337,5586.710573507165,0.003358107635002892,5807.42403669197,0.003221310379360273,5586.710573507035
5.25,0.0030869366269739708,5317.963068734432,0.00322787921378954,5546.967194265265,0.003086936626973922,5317.963068734333
5.26,0.0030611700412548405,5266.4298972961715,0.0032077322386743776,5506.6732440349415,0.0030611700412548166,5266.429897296122
5.2700000000000005,0.0032026119652606906,5470.334784528378,0.0033590676506625164,5717.086510733545,0.003202611965260687,5470.334784528358
5.28,0.0035322242448385358,5914.913034591219,0.0037045609665595975,6163.940566192903,0.0035322242448385366,5914.913034591206
5.29,0.004019955755643544,6507.600181260459,0.004214116285343327,6752.997465237967,0.004019955755643545,6507.600181260448
5.3,0.004585691434735449,7111.851542257849,0.004806028245067733,7348.966569760774,0.004585691434735449,7111.85154225784
5.3100000000000005,0.005114117384758146,7608.382829278943,0.005362369982244092,7837.309725439759,0.005114117384758147,7608.382829278936
5.32,0.005514089908850228,7947.686501874575,0.005790257889715628,8173.526550870676,0.005514089908850229,7947.686501874568
5.33,0.005767105517256046,8148.34321384376,0.0060713775052990745,8378.348977475602,0.005767105517256048,8148.343213843754
5.34,0.005892988416294948,8244.791847045573,0.0062261267300805,8486.383820321427,0.00589298841629495,8244.791847045568
5.3500000000000005,0.005893501427835609,8245.184848392066,0.006255525892529716,8506.738505938594,0.00589350142783561,8245.184848392062
5.36,0.005776497601139492,8011.177194999833,0.006164125694375069,8323.938109629298,0.005776497601139494,8011.177194999831
5.37,0.005602443641485298,7663.069275691446,0.006011992769804612,8019.672260488385,0.005602443641485301,7663.069275691444
5.38,0.005462204441589841,7382.5908759005315,0.005893179897350846,7782.046515580852,0.005462204441589834,7382.5908759005115
5.39,0.005420604718301773,7299.391429324395,0.005873751685754219,7743.190092387598,0.005420604718301767,7299.391429324376
5.4,0.0054943232822330995,7374.534667450161,0.005971380501223894,7830.89720676178,0.005494323282233102,7374.534667450151
5.41,0.005654413068002198,7531.181554860221,0.006155922553723898,7988.772773565833,0.005654413068002199,7531.18155486021
5.42,0.005822524443578094,7688.671168562317,0.006344910023714099,8142.470302279622,0.005822524443578094,7688.671168562306
5.43,0.0058942369730282515,7754.58696345152,0.0064299075382857444,8210.003630074569,0.005894236973028253,7754.586963451511
5.44,0.005797879053899649,7561.871125194316,0.006336261538155025,8022.7116298131305,0.005797879053899637,7561.871125194279
5.45,0.005558539412831078,7083.191843057173,0.006089917088401364,7530.022730305807,0.005558539412831024,7083.191843057053
5.46,0.005290551764150926,6547.216545696869,0.005809471728773627,6969.132011050333,0.0052905517641508755,6547.216545696756
5.47,0.005094561131265817,6155.235279926651,0.005599078288759295,6548.34513102167,0.005094561131265777,6155.235279926558
5.48,0.005004757434347362,5975.627886089742,0.005494568537767937,6339.3256290389545,0.005004757434347308,5975.627886089622
5.49,0.005031996071856599,6012.698480217497,0.005507461755971786,6355.964514432419,0.005031996071856573,6012.698480217415
5.5,0.005177795664109317,6205.016835863578,0.005640098858147683,6522.112757904079,0.005177795664109317,6205.016835863533
5.51,0.005398080389075127,6481.843829716293,0.0058483156694845145,6770.805707233764,0.005398080389075132,6481.843829716256
5.5200000000000005,0.005592711367812255,6715.79912935268,0.006029799733842893,6978.473462427829,0.005592711367812261,6715.799129352647
5.53,0.005649585025959949,6783.248733515179,0.006069926559979287,7023.941605182259,0.005649585025959953,6783.248733515144
5.54,0.005495941595802101,6475.961873199483,0.0058948736957513915,6673.835876726469,0.0054959415958020855,6475.961873199409
5.55,0.00510403314322161,5692.144968038501,0.0054757271064876795,5835.542698199046,0.0051040331432215995,5692.144968038436
5.5600000000000005,0.004475978615354654,4436.035912304588,0.004813053558534156,4510.195602291998,0.004475978615354556,4436.035912304348
5.57,0.0036566833097694705,2797.4453011342216,0.003951901233830309,2787.890952884304,0.0036566833097692792,2797.4453011337955
5.58,0.0027515090419359895,987.0967654672597,0.0029996736310481283,883.4357473199427,0.002751509041935849,987.0967654669352
5.59,0.00187968022123007,-740.7306447949192,0.00207791044576008,-934.7582632064293,0.0018796802212300084,-740.7306447950821
5.6000000000000005,0.0011000538428564824,-2211.524513195413,0.0012460522306014447,-2479.696103753905,0.0011000538428564762,-2211.5245131954675
5.61,0.0003962388055257056,-3439.77486938481,0.00048671855101638413,-3765.768306763917,0.0003962388055257087,-3439.7748693848444
5.62,-0.0003032525895619983,-4539.355418325054,-0.000273748730663979,-4905.699878764776,-0.0003032525895619941,-4539.3554183250835
5.63,-0.0010696634238686795,-5587.536758783245,-0.0011084723825059307,-5971.548504792687,-0.0010696634238686756,-5587.53675878327
5.64,-0.0019066858480984166,-6549.140462045299,-0.0020203048829864362,-6927.038831085,-0.0019066858480984129,-6549.140462045319
5.65,-0.002759790885985921,-7355.258360169314,-0.0029513056931811375,-7711.104728043002,-0.0027597908859859177,-7355.258360169331
5.66,-0.0035570253935288906,-7975.287387090145,-0.0038253353300054917,-8304.41163658758,-0.003557025393528888,-7975.2873870901585
5.67,-0.0042154626923516115,-8408.00510588412,-0.004555377618117954,-8715.814676980486,-0.004215462692351609,-8408.00510588413
5.68,-0.0046509858706714115,-8662.869206785901,-0.0050538534010168635,-8962.236615778374,-0.00465098587067141,-8662.869206785912
5.69,-0.004805825245273904,-8749.652539860212,-0.005260625580488986,-9058.839359413087,-0.004805825245273902,-8749.652539860223
5.7,-0.004687816851768698,-8513.635752849801,-0.005179271260181283,-8896.13071879768,-0.004687816851768697,-8513.635752849814
5.71,-0.004399109322146279,-7936.220693604962,-0.004912818771434603,-8363.225741304319,-0.004399109322146246,-7936.2206936049115
5.72,-0.004087753408331896,-7313.508865976195,-0.004615970952170723,-7769.530102776559,-0.004087753408331837,-7313.508865976092
5.73,-0.003868039695904716,-6874.081441121836,-0.0044068198791567805,-7351.227956748675,-0.0038680396959046744,-6874.081441121767
5.74,-0.003810201476013198,-6758.4050013388005,-0.0043582378291391645,-7254.063856713442,-0.0038102014760131773,-6758.405001338773
5.75,-0.003968268266621547,-6932.399244585167,-0.004527437730190474,-7419.570991333111,-0.003968268266621542,-6932.399244585158
5.76,-0.004375179366544446,-7338.278148142685,-0.004949794492624015,-7790.96561639827,-0.004375179366544445,-7338.27814814268
5.7700000000000005,-0.005018000316441298,-7886.008494628868,-0.005612279813073702,-8284.09609244161,-0.005018000316441298,-7886.0084946288625
5.78,-0.005824885988372366,-8448.673423033888,-0.0064407486468918895,-8785.08381199795,-0.005824885988372367,-8448.673423033884
5.79,-0.006678760516459369,-8929.469133134415,-0.0073147163704033145,-9210.286546954336,-0.00667876051645937,-8929.469133134413
5.8,-0.007466941452916787,-9293.676605883802,-0.008119316715314124,-9531.580089656763,-0.007466941452916788,-9293.676605883798
5.8100000000000005,-0.008123147562403763,-9551.098172662358,-0.008788269957827702,-9758.935169537834,-0.008123147562403763,-9551.098172662356
5.82,-0.008626093985217818,-9725.304387286562,-0.009301393940446307,-9913.41977201761,-0.00862609398521782,-9725.30438728656
5.83,-0.008979324719178642,-9837.479328590909,-0.009663158192756241,-10013.552388658427,-0.008979324719178642,-9837.479328590907
5.84,-0.00920116846420776,-9904.201617639548,-0.009892261649061202,-10073.708585517941,-0.00920116846420776,-9904.201617639546
5.8500000000000005,-0.009337565355143315,-9943.879294785096,-0.010034944106894388,-10109.971198542251,-0.009337565355143315,-9943.879294785096
5.86,-0.009467783107823754,-9980.587779291258,-0.010170952249457563,-10143.497306055006,-0.009467783107823754,-9980.587779291256
5.87,-0.009670802718561723,-10035.167145931033,-0.010379244268616361,-10192.57678285287,-0.009670802718561723,-10035.167145931031
5.88,-0.009995474449002678,-10116.390891767027,-0.010707839835098154,-10264.983324264269,-0.009995474449002678,-10116.390891767027
5.89,-0.010447151960542312,-10219.338125089369,-0.01116056555915242,-10356.599447274333,-0.01044715196054231,-10219.338125089369
5.9,-0.010966543941453978,-10326.587940809266,-0.01167577573884331,-10452.036200188495,-0.010966543941453976,-10326.587940809266
5.91,-0.011445783601727197,-10417.51822996464,-0.012143281678272094,-10532.469321846553,-0.011445783601727197,-10417.51822996464
5.92,-0.011788041595052975,-10478.832635163066,-0.012465361500925908,-10585.276382741635,-0.011788041595052973,-10478.832635163064
5.93,-0.011935118183764255,-10504.54666989961,-0.012584250254469386,-10604.429248464567,-0.011935118183764254,-10504.54666989961
5.94,-0.011862701748060415,-10359.713798491928,-0.012478875095859383,-10393.67893124456,-0.01186270174806042,-10359.713798491943
5.95,-0.011580146694567278,-9794.603691505656,-0.012158385055594096,-9752.698850713985,-0.01158014669456731,-9794.60369150572
5.96,-0.011107366940119549,-8849.044182610196,-0.011639372359235246,-8714.673457996285,-0.011107366940119587,-8849.044182610274
5.97,-0.010457712585458766,-7549.73547328863,-0.01093510798178288,-7306.144703091553,-0.010457712585458573,-7549.735473288248
5.98,-0.009644807941108023,-5923.926184587144,-0.01005969563869536,-5555.320016916511,-0.009644807941107735,-5923.926184586572
5.99,-0.008684535680359777,-4003.381663090653,-0.009029631176899727,-3495.1910933252475,-0.00868453568035968,-4003.381663090462
6.0,-0.00761917095281885,-1872.6522080087973,-0.00788864225999538,-1213.2132595165544,-0.007619170952818832,-1872.6522080087661
6.01,-0.006553691805463025,240.31086734871383,-0.006742968851486153,1009.7319554852136,-0.0065536918054630204,240.31086734871985
6.0200000000000005,-0.005620972319339628,1978.9595005641652,-0.005727394377440656,2797.9632577506686,-0.005620972319339627,1978.959500564165
6.03,-0.004909504843374752,3198.0584659099395,-0.004935366543694046,4039.4035731697386,-0.004909504843374752,3198.0584659099377
6.04,-0.004446906370209951,3936.3328409349538,-0.004399990297095027,4800.607627930185,-0.004446906370209951,3936.332840934952
6.05,-0.004214041885272123,4293.098228327038,-0.004105467962942538,5194.831850084649,-0.004214041885272122,4293.098228327037
6.0600000000000005,-0.0041666513428406235,4365.067039934783,-0.004008906036943701,5321.389985930828,-0.0041666513428406235,4365.067039934781
6.07,-0.0042581842754357965,4182.001174744437,-0.004064576160824901,5210.049738168428,-0.004258184275435797,4182.001174744433
6.08,-0.004455535592386224,3787.2985408435816,-0.004238162424607723,4862.877210602783,-0.004455535592386233,3787.2985408435616
6.09,-0.004729103704512565,3240.162316590901,-0.0044977494371608905,4343.703185496448,-0.004729103704512578,3240.1623165908723
6.1000000000000005,-0.005024748189260432,2648.8733470951665,-0.004787459973385614,3764.282113047001,-0.005024748189260448,2648.8733470951306
6.11,-0.005274097849285522,2150.1740270449855,-0.005036543414870153,3266.115230077923,-0.005274097849285549,2150.174027044929
6.12,-0.005430037752723682,1838.294220168665,-0.005195699637457238,2947.8027849037535,-0.005430037752723692,1838.2942201686437
6.13,-0.0054781355333457646,1742.098658924501,-0.005248882311465547,2841.437436887136,-0.005478135533345753,1742.0986589245213
6.140000000000001,-0.005425514468275665,1841.0467112653018,-0.005201730173642793,2923.966486659203,-0.005425514468275658,1841.0467112653134
6.15,-0.005282432134798029,2106.3037724991873,-0.005062608365315832,3162.781885969002,-0.005282432134798028,2106.3037724991877
6.16,-0.005051240312739947,2524.027205471842,-0.00483181418792071,3545.5097996207764,-0.005051240312739946,2524.0272054718425
6.17,-0.0047352627547779065,3072.343447036281,-0.004511040792764547,4050.2250338143654,-0.004735262754777906,3072.3434470362813
6.18,-0.0043557616767766,3695.0295838169295,-0.004120968615866746,4622.238892472829,-0.004355761676776599,3695.0295838169304
6.19,-0.003960581067092115,4301.780047185574,-0.0037105442286455743,5177.113899139776,-0.003960581067092115,4301.780047185574
6.2,-0.003603428135579236,4814.71745714937,-0.0033356336911749616,5644.83458878194,-0.003603428135579236,4814.71745714937
6.21,-0.0033056225439224256,5217.354502103178,-0.0030190890057694947,6012.236772274116,-0.0033056225439224256,5217.354502103178
6.22,-0.003047975017476666,5546.912740040657,-0.0027419107774031095,6313.363896655967,-0.003047975017476666,5546.912740040657
6.23,-0.0027903452342950847,5857.901788085501,-0.0024633790494907348,6595.90480823067,-0.0027903452342950843,5857.901788085501
6.24,-0.0024970431108606267,6188.554106421592,-0.002147473567676654,6891.835002326476,-0.0024970431108606267,6188.554106421592
6.25,-0.0021547013218035965,6543.943298356246,-0.0017815396784249611,7203.884253524013,-0.0021547013218035965,6543.943298356246
6.26,-0.0017645229493869492,6911.609452051623,-0.0013683021841633233,7520.281806717467,-0.0017645229493869494,6911.609452051623
6.2700000000000005,-0.001327108185807453,7280.382733399055,-0.0009099819893311808,7831.329063856166,-0.0013271081858074532,7280.382733399055
6.28,-0.000843439589386952,7640.152311552459,-0.00040908077259416186,8129.222561052719,-0.0008434395893869522,7640.152311552459
6.29,-0.0003184144575894942,7980.5985597182835,0.0001281288594451685,8406.777399715904,-0.00031841445758949423,7980.5985597182835
6.3,0.0002457793306697731,8296.294202959507,0.0006985686441707103,8661.232707393654,0.00024577933066977325,8296.294202959507
6.3100000000000005,0.0008590090144454929,8589.261290285951,0.001312034741959885,8896.006008998751,0.000859009014445493,8589.261290285951
6.32,0.001542208458965602,8864.44066125975,0.0019900862038126277,9116.863322377945,0.001542208458965602,8864.44066125975
6.33,0.002313359606433716,9123.151566049617,0.002751519839022237,9326.443789167231,0.002313359606433716,9123.151566049617
6.34,0.0031610706253041533,9359.144821079219,0.003585326682509169,9520.545584576064,0.0031610706253041537,9359.144821079219
6.3500000000000005,0.004017683533611131,9559.853356597147,0.004423506623589075,9688.375962565438,0.00401768353361113,9559.853356597147
6.36,0.0047749353748108665,9714.21945307019,0.005157569041137195,9818.96634744721,0.004774935374810864,9714.21945307019
6.37,0.005340535148157088,9818.903716193532,0.005696279113253096,9907.479551043221,0.005340535148157086,9818.903716193532
6.38,0.005671572191662504,9876.94250950227,0.005998890903313813,9955.12959990426,0.0056715721916625024,9876.94250950227
6.390000000000001,0.005766638919248796,9893.352649028897,0.006066238087169779,9965.634234774996,0.005766638919248794,9893.352649028897
6.4,0.005669886440395771,9699.847691322846,0.005945735105288923,9724.628271013284,0.005669886440395755,9699.847691322817
6.41,0.0054623009521406266,9284.676714812558,0.005718734753019744,9270.627566474925,0.00546230095214059,9284.676714812487
6.42,0.005202175990964058,8764.42679245942,0.005441478797526847,8716.115655489131,0.005202175990964002,8764.426792459311
6.43,0.004889811023838437,8139.696858208178,0.005113392945739005,8059.943951913447,0.004889811023838369,8139.696858208044
6.44,0.004491610568167264,7343.295946865832,0.00469926464925747,7231.687358950376,0.004491610568167212,7343.295946865732
6.45,0.0039784884027448154,6317.0516160209345,0.004168383520733241,6169.925101901918,0.00397848840274482,6317.051616020946
6.46,0.0033432158834277945,5046.506577386893,0.003512388767662254,4857.935595759945,0.003343215883427681,5046.506577386669
6.47,0.0026001459621680244,3560.3667348673525,0.002745051061010231,3323.2601824558983,0.0026001459621678644,3560.366734867036
6.48,0.0017730569917307627,1906.1887939928292,0.0018898372262719204,1612.8325129792777,0.0017730569917306447,1906.1887939925966
6.49,0.0008891841667493893,138.44314403008224,0.0009737687890589529,-217.3935311871324,0.0008891841667492785,138.44314402986393
6.5,-2.052015006606799e-06,-1596.2343959883938,4.599288668063112e-05,-1994.8591449409123,-2.052015006626202e-06,-1596.2343959884322
6.51,-0.0008308982428180948,-3095.5726750808117,-0.0008226196707317823,-3516.4222640215644,-0.0008308982428180984,-3095.5726750808203
6.5200000000000005,-0.0015348370444071056,-4254.238329305118,-0.001566707573590204,-4683.576937558397,-0.001534837044407106,-4254.238329305121
6.53,-0.002071129638579655,-5060.837702505614,-0.0021407849155358565,-5494.716359874952,-0.002071129638579655,-5060.837702505616
6.54,-0.002422720264117289,-5555.092265133794,-0.002525827942643234,-5997.28576812739,-0.002422720264117289,-5555.092265133795
6.55,-0.0025968157391533424,-5791.139956418142,-0.0027278378831647222,-6249.394693137639,-0.0025968157391533424,-5791.139956418144
6.5600000000000005,-0.0026131177360030925,-5813.165471284158,-0.0027656269966092164,-6296.1454932374345,-0.0026131177360030925,-5813.16547128416
6.57,-0.002500304826869669,-5587.539653017311,-0.0026669182824261488,-6098.7280648712995,-0.002500304826869656,-5587.5396530172875
6.58,-0.002301633102319261,-5190.1962039164955,-0.002475445158450439,-5715.78181691988,-0.002301633102319241,-5190.196203916456
6.59,-0.0020799419352429947,-4746.813869763962,-0.00225599952722363,-5276.890554466262,-0.0020799419352429825,-4746.813869763941
6.6000000000000005,-0.0018925984837739585,-4372.12696682589,-0.0020674504475610886,-4899.792395141179,-0.0018925984837739622,-4372.126966825899
6.61,-0.001751809686172721,-4090.549371623415,-0.0019224357383811359,-4609.762976781274,-0.0017518096861727428,-4090.549371623459
6.62,-0.0016270908812379332,-3841.1117617538393,-0.0017899445594604917,-4344.780618939985,-0.0016270908812379527,-3841.1117617538794
6.63,-0.0014851512632088218,-3557.232525695617,-0.001636351400469804,-4037.5943009586103,-0.0014851512632088424,-3557.2325256956588
6.640000000000001,-0.0013221120772051876,-3231.1541536883483,-0.0014585434109056696,-3681.9783218303414,-0.0013221120772051672,-3231.1541536883083
6.65,-0.0011551730866689943,-2897.2761726159615,-0.001275256783864804,-3315.4050677486102,-0.0011551730866689162,-2897.276172615806
6.66,-0.0009947853205811708,-2576.500640440315,-0.0010983096353069358,-2961.510770632874,-0.0009947853205811196,-2576.500640440213
6.67,-0.0008426981456717455,-2272.3262906214645,-0.000930504069147911,-2625.8996383148246,-0.0008426981456717121,-2272.326290621398
6.68,-0.0007050755657052395,-1997.081130688452,-0.0007790761830616444,-2323.0438661422913,-0.0007050755657052202,-1997.0811306884143
6.69,-0.0005926516171764675,-1772.2332336309082,-0.0006558027118806253,-2076.4969237802534,-0.0005926516171764562,-1772.2332336308864
6.7,-0.0005257937581754357,-1638.5175156288446,-0.000582198102127588,-1929.2877042741789,-0.0005257937581754014,-1638.5175156287764
6.71,-0.0005422216410929938,-1670.4698321096007,-0.0005974964423833139,-1958.7229671032042,-0.0005422216410929747,-1670.4698321095625
6.72,-0.0006858940008154235,-1947.1405888126512,-0.0007473463681125596,-2243.583245755962,-0.0006858940008154204,-1947.1405888126437
6.73,-0.0009874556612086557,-2513.2521854292377,-0.0010636780164687263,-2826.9547889972905,-0.0009874556612086552,-2513.252185429236
6.74,-0.001450187432976461,-3339.3157485653637,-0.0015501146527612266,-3673.080018496357,-0.001450187432976461,-3339.315748565362
6.75,-0.0020446619830395874,-4316.632966082414,-0.0021763236021765044,-4664.77039379062,-0.002044661983039587,-4316.632966082412
6.76,-0.002723023530569133,-5310.80396798658,-0.0028924958732642497,-5661.902357261677,-0.0027230235305691335,-5310.80396798658
6.7700000000000005,-0.003449286849575051,-6233.206984214367,-0.0036605350223458417,-6574.700040271258,-0.0034492868495750516,-6233.206984214367
6.78,-0.004206782162603989,-7047.811199296097,-0.004461882762916437,-7368.896555071324,-0.004206782162603989,-7047.811199296097
6.79,-0.004981436875595372,-7741.479263939381,-0.005280468331040917,-8034.914051382301,-0.004981436875595372,-7741.479263939381
6.8,-0.005748387248991,-8309.441141158743,-0.006089140949708962,-8572.55961643174,-0.005748387248990999,-8309.44114115874
6.8100000000000005,-0.006461852502241818,-8749.967767173359,-0.006839563374835514,-8984.826706096956,-0.006461852502241818,-8749.967767173359
6.82,-0.007059734168452827,-9066.021757639484,-0.007467254736397187,-9278.342041637417,-0.007059734168452828,-9066.021757639484
6.83,-0.00748769391710725,-9268.037428167358,-0.007916400819815457,-9465.264690899941,-0.00748769391710725,-9268.037428167358
6.84,-0.007720502439372383,-9371.228611716891,-0.00816147387341331,-9560.868242060544,-0.007720502439372384,-9371.228611716891
6.8500000000000005,-0.007765758702877912,-9391.037563825612,-0.008210635689902431,-9579.792607869991,-0.007765758702877913,-9391.037563825612
6.86,-0.007661978393634448,-9183.476945338683,-0.008103026883756866,-9364.57499557886,-0.007661978393634453,-9183.47694533869
6.87,-0.007462858678922843,-8785.237515915473,-0.00789336050285575,-8945.24223377663,-0.00746285867892281,-8785.237515915405
6.88,-0.007212254854952646,-8284.02986797508,-0.0076271064661796225,-8412.734160424374,-0.007212254854952551,-8284.029867974887
6.890000000000001,-0.006927768178358533,-7715.056514786853,-0.007323022318745663,-7804.565865556455,-0.006927768178358487,-7715.056514786758
6.9,-0.006604795307011704,-7069.110772093196,-0.006977125549266351,-7112.77232659783,-0.006604795307011668,-7069.110772093121
6.91,-0.006241733021661151,-6342.986201392089,-0.0065885789167809935,-6335.6790616271155,-0.006241733021661086,-6342.986201391957
6.92,-0.005857837979141885,-5575.196116353557,-0.006178044981849348,-5514.6111917638245,-0.005857837979141802,-5575.19611635339
6.93,-0.0055037772592177936,-4867.074676505375,-0.005798553339447922,-4755.627906960972,-0.0055037772592176236,-4867.074676505033
6.94,-0.005235395136859902,-4330.310431789591,-0.005508462496801005,-4175.446221667139,-0.005235395136859794,-4330.310431789373
6.95,-0.0050528502997991415,-3965.2207576680703,-0.005308661147693679,-3775.843523452486,-0.005052850299799141,-3965.2207576680667
6.96,-0.004896000131607811,-3651.5204212854087,-0.005137688904760628,-3433.899037586385,-0.004896000131607825,-3651.5204212854346
6.97,-0.004710442292445883,-3280.404742961553,-0.004939714604690849,-3037.950437446827,-0.0047104422924459126,-3280.4047429616107
6.98,-0.004494746490061172,-2849.013138192131,-0.004713206357953869,-2584.9339439728665,-0.004494746490061209,-2849.0131381922024
6.99,-0.004283639668216436,-2426.799494502659,-0.004493649168199432,-2145.8195644639936,-0.004283639668216447,-2426.79949450268
7.0,-0.004108795092727654,-2077.110343525095,-0.0043132004085449874,-1784.9220451551037,-0.00410879509272764,-2077.110343525065
7.01,-0.003977129458811295,-1813.7790756923764,-0.004178381822954021,-1515.2848739731708,-0.003977129458811271,-1813.779075692328
7.0200000000000005,-0.003873539987924447,-1606.6001339186814,-0.004072944669915489,-1304.4105678961064,-0.003873539987924418,-1606.6001339186216
7.03,-0.0037876310747700765,-1434.78230760994,-0.0039854704397762715,-1129.4621076176718,-0.0037876310747700596,-1434.7823076099044
7.04,-0.0037377179188805456,-1334.9559958308782,-0.003934196298773582,-1026.9138256122933,-0.0037377179188805344,-1334.9559958308541
7.05,-0.00376004356972504,-1379.1343369463102,-0.003955979935983192,-1070.2723506518266,-0.003760043569725031,-1379.13433694629
7.0600000000000005,-0.003874130836672799,-1603.7553801298395,-0.004070590081809692,-1297.579192865887,-0.003874130836672798,-1603.7553801298347
7.07,-0.0040644195978793325,-1974.4829452077613,-0.004261809312188175,-1673.7519690973006,-0.004064419597879333,-1974.4829452077606
7.08,-0.0042958928758745326,-2418.1591792037366,-0.004493585804364479,-2123.626850454054,-0.004295892875874533,-2418.159179203736
7.09,-0.004533669811336635,-2864.6087191266765,-0.004730209678635485,-2574.867293562928,-0.004533669811336635,-2864.608719126675
7.1000000000000005,-0.004740778242822496,-3245.33988364796,-0.0049339963026337206,-2956.414029698495,-0.004740778242822496,-3245.339883647959
7.11,-0.004873498662636524,-3485.661985197356,-0.005060456074937138,-3190.153132561711,-0.004873498662636524,-3485.661985197354
7.12,-0.004893189664388881,-3521.2332599032607,-0.005070374659501115,-3208.4664482470025,-0.004893189664388882,-3521.2332599032607
7.13,-0.004782134728154243,-3299.123387433985,-0.004945661896699438,-2959.040922643649,-0.004782134728154226,-3299.1233874339487
7.140000000000001,-0.004551692129918152,-2838.2381909618034,-0.004697711531484806,-2463.140192214384,-0.004551692129918057,-2838.2381909616106
7.15,-0.0042482673085929646,-2231.388548311428,-0.004374104468865667,-1815.926066976106,-0.004248267308592852,-2231.388548311201
7.16,-0.003940589954450455,-1616.0338400264086,-0.0040456283570906625,-1158.9738434260971,-0.0039405899544503725,-1616.0338400262422
7.17,-0.0036834492056590086,-1101.7523424435162,-0.0037688452990072537,-605.4077272592797,-0.003683449205658945,-1101.752342443387
7.18,-0.003497968569776192,-730.7910706778832,-0.003565758962176899,-199.34075635656873,-0.0034979685697761726,-730.7910706778425
7.19,-0.003374609351870635,-484.07263486676857,-0.0034268709333867982,77.91802762061263,-0.003374609351870632,-484.0726348667609
7.2,-0.0032827774764813615,-300.4103854714767,-0.0033210374458434,288.72623666778543,-0.0032827774764813615,-300.410385471475
7.21,-0.0032001073646196515,-135.12965118786343,-0.003225602512976427,478.30745138018483,-0.003200107364619652,-135.12965118786266
7.22,-0.003130500117062064,3.937597277151326,-0.003144957219384055,638.0575306065326,-0.0031305001170620645,3.937597277152065
7.23,-0.003071193439652991,122.32069392507225,-0.003076557862834841,773.1740613798695,-0.003071193439652992,122.32069392507208
7.24,-0.002992698525245478,278.7583867930117,-0.002990138966362102,943.2044112579664,-0.0029926985252454784,278.75838679301233
7.25,-0.002869538003776863,523.3768695852298,-0.002859336441749982,1198.7395227547195,-0.002869538003776864,523.3768695852295
7.26,-0.002697222708580523,863.3500392505764,-0.002679224392517441,1546.4806856702944,-0.0026972227085805232,863.3500392505771
7.2700000000000005,-0.0024774749038982027,1291.8793048149355,-0.002451132291831602,1978.913089647737,-0.002477474903898203,1291.8793048149362
7.28,-0.002207146353704758,1809.0883894946683,-0.002171236153436321,2495.350824119473,-0.002207146353704758,1809.08838949467
7.29,-0.0018801928861354419,2416.309611334659,-0.001832616176717599,3095.9334845142575,-0.0018801928861354419,2416.3096113346605
7.3,-0.0014960847527995757,3099.1762256886745,-0.0014340220478577918,3764.941029661333,-0.0014960847527995757,3099.176225688676
7.3100000000000005,-0.0010630177373247463,3824.44265744659,-0.0009833375623233237,4468.432437596457,-0.0010630177373247465,3824.442657446592
7.32,-0.0005915904654199651,4555.910530533218,-0.0004911648568877284,5170.48574388602,-0.0005915904654199655,4555.910530533219
7.33,-9.135326832437303e-05,5263.596599153676,3.272164375324732e-05,5842.2351920739175,-9.135326832437341e-05,5263.596599153677
