0.000000, 0.000000000000e+00
0.020000, 4.630319896657e-02
0.040000, 3.565234853001e-02
0.060000, 2.500148709952e-02
0.080000, 1.849885417450e-02
0.100000, 4.910605665912e-02
0.120000, 7.971325914375e-02
0.140000, 7.848000439757e-02
0.160000, 5.123622894522e-02
0.180000, 2.399245349287e-02
0.200000, -3.296155193455e-03
0.220000, 5.314216909786e-02
0.240000, 1.096477762219e-01
0.260000, 1.569599978012e-01
0.280000, 1.222045668111e-01
0.300000, 8.632799714158e-02
0.320000, 5.101199681176e-02
0.340000, 1.569599648194e-02
0.360000, -1.973211991460e-02
0.380000, -2.713165938562e-02
0.400000, 4.921817272585e-02
0.420000, 1.255680048373e-01
0.440000, 1.905942901119e-01
0.460000, 4.708800043976e-02
0.480000, -9.641828923234e-02
0.500000, -2.399245679105e-01
0.520000, -1.143565740671e-01
0.540000, 9.215794466015e-02
0.560000, 1.102083455616e-01
0.580000, 1.334159975813e-01
0.600000, 2.040479982410e-01
0.620000, 2.746799989006e-01
0.640000, 3.217679993404e-01
0.660000, 1.580811474746e-01
0.680000, 1.154777127466e-01
0.700000, 1.116658324413e-01
0.720000, 1.081902893423e-01
0.740000, 3.789462588891e-02
0.760000, -8.711279861477e-02
0.780000, -2.118960019789e-01
0.800000, -3.542811419776e-01
0.820000, -3.722194268124e-01
0.840000, -4.237920039578e-01
0.860000, -5.560868628597e-01
0.880000, -6.760491413180e-01
0.900000, -5.807520017590e-01
0.920000, -4.865760008795e-01
0.940000, -3.924000000000e-01
0.960000, -2.971028604410e-01
0.980000, -4.047325694497e-01
1.000000, -5.235737202224e-01
1.020000, -6.435359986807e-01
1.040000, -7.735885802237e-01
1.060000, -9.047622894522e-01
1.080000, -8.520685736274e-01
1.100000, -7.657405764858e-01
1.120000, -5.706617206622e-01
1.140000, -4.708800043976e-01
1.160000, -2.780434259329e-01
1.180000, 3.430697112074e-01
1.200000, 9.653040090150e-01
1.220000, 7.556502953889e-01
1.240000, 5.022720083554e-01
1.260000, 2.500148600013e-01
1.280000, 6.906241970112e-03
1.300000, -1.950788558236e-01
1.320000, -3.968845767057e-01
1.340000, -5.986902865938e-01
1.360000, -8.285245734075e-01
1.380000, -1.121142857143e+00
1.400000, -1.423851399987e+00
1.420000, -1.715348556037e+00
1.440000, -1.816251476945e+00
1.460000, -1.468697167044e+00
1.480000, -1.132354243937e+00
1.500000, -1.011270859781e+00
1.520000, -1.086387437147e+00
1.540000, -1.053874294509e+00
1.560000, -1.021361151872e+00
1.580000, -1.165988624199e+00
1.600000, -1.334159975813e+00
1.620000, -8.845817162646e-01
1.640000, 1.032572582642e+00
1.660000, 2.634685681304e+00
1.680000, 2.421668562633e+00
1.700000, 2.219862830757e+00
1.720000, 2.018057208821e+00
1.740000, 1.816251476945e+00
1.760000, 1.861097134062e+00
1.780000, 1.905942901119e+00
1.800000, 1.939577171441e+00
1.820000, 1.849885747267e+00
