time_s,ground_accel_mps2,roof_disp_m,drift_story1,drift_story2,drift_story3,mean_isolation_disp_m,total_base_shear_N
9.210000038146973,-0.24083856483090202,0.0007028915570117533,0.00024101931894956915,-7.947247164944808e-05,-0.00022204639713486863,0.0009206899364168445,20527.524588665165
9.220000267028809,0.17945492914500163,0.0011867722496390343,0.00025875232596364286,-6.249038657794397e-05,-0.0001854019420635369,0.001147676259279251,21196.581236473743
9.229999542236328,0.3412777528572602,0.0016668160678818822,0.00027634888990885683,-4.2191046910981335e-05,-0.00014571747871943645,0.0013484307564795017,21758.424666145438
9.239999771118164,0.2158992083699244,0.0021253114100545645,0.0002941849029243544,-1.8090811661548083e-05,-0.00010416636036501991,0.0015063715788225334,22182.351514083424
9.25,0.06385533348917433,0.002566092647612095,0.00031341500019792603,1.0095795409546958e-05,-6.181136187579896e-05,0.0016239746861780684,22488.07676807865
9.260000228881836,0.20083672658120685,0.00299438601359725,0.0003347310875714929,4.243293207966619e-05,-1.956139587693744e-05,0.001707016568010052,22698.9248136752
9.270000457763672,0.3506984666510826,0.003401478286832571,0.000357812516287797,7.874177147944768e-05,2.1860533807840613e-05,0.0017511849291622639,22809.33662233402
9.279999732971191,0.2938196675532755,0.0037761712446808815,0.00038207664921948754,0.00011858821380883455,6.193553821908103e-05,0.0017508098001902301,22787.99042855667
9.289999961853027,0.15940690645118494,0.004119436256587505,0.0004069197866893201,0.00016129439851890007,0.00010034632092962661,0.001712618434491257,22558.84223436283
9.300000190734863,0.02765772821753717,0.00444140937179327,0.00043207170502110206,0.00020597653929144144,0.00013695434770650332,0.0016514000405247013,22191.531870563496
9.3100004196167,-0.09442009565266837,0.004753937013447285,0.0004576795294673906,0.0002516085644149118,0.00017175955387453237,0.0015821654815226793,21776.124516551365
9.319999694824219,-0.2039944010967836,0.00506810937076807,0.00048387029285853106,0.00029709992102450796,0.0002048487981988324,0.001519160927273333,21398.097191055287
9.329999923706055,-0.30515923199878703,0.0053940038196742535,0.0005108158371445757,0.00034137422011958226,0.00023634302326374583,0.0014752847297737997,21134.840006058086
9.34000015258789,-0.32087942835842587,0.005738857202231884,0.000538540232271232,0.00038344225484049984,0.00026634777896106243,0.0014608682443698247,21045.545058589105
9.350000381469727,-0.13407807784888903,0.0061003677546978,0.0005663118941743892,0.0004224530938598845,0.00029491506413453154,0.0014791195668901007,21097.939900649162
9.359999656677246,0.37307762018182855,0.0064559816382825375,0.0005922023275936093,0.00045770753381980787,0.00032202560558087297,0.0015170139571030934,21208.16940325829
9.369999885559082,0.811222623056463,0.006763839162886143,0.0006138059284744991,0.0004886398609313699,0.0003475879525972737,0.0015437176916748285,21284.82595658702
9.380000114440918,0.8508763907228285,0.0069875530898571014,0.0006294250811657144,0.0005147974782933792,0.0003714436509956916,0.0015311547322198749,21209.4481998573
9.390000343322754,0.6966989720812985,0.007117274217307568,0.0006383466771458863,0.0005358335329219699,0.0003933697007596493,0.0014740945383285482,20867.08703650934
9.399999618530273,0.5753725740929108,0.007161998189985752,0.0006407733114125828,0.0005515130598925882,0.00041308062564995553,0.0013826770009472966,20318.58181222183
9.40999984741211,0.548097128524586,0.007131583988666534,0.0006373277951583818,0.0005617217781643072,0.0004302342939707968,0.0012661620664099853,19619.49220499796
9.420000076293945,0.4779227273014449,0.007031474262475967,0.0006284561391954344,0.0005664677721344762,0.00044444161984655593,0.0011297583502406876,18801.069907982175
9.430000305175781,0.3981292814677694,0.006867218296974897,0.0006146752383318489,0.0005658690093292131,0.0004552882940818866,0.0009782211467002828,17891.846686739747
9.4399995803833,0.44675999772556413,0.006642812397330999,0.0005964469595777768,0.0005601372362838851,0.0004623566443721453,0.0008146253724892935,16910.27204147381
9.449999809265137,0.6049734484871843,0.006353484466671944,0.0005737148468917304,0.0005495488747126526,0.0004652552565352784,0.0006348161453691622,15831.416678753023
9.460000038146973,0.7293615784585643,0.005986821837723255,0.0005459455240742062,0.0005344022712152865,0.00046365273495515186,0.0004284199288425346,14593.039379593258
9.470000267028809,0.7406837889576134,0.005532426759600639,0.0005126923032447747,0.0005149763051627411,0.0004573066123864717,0.00018651596474228427,13141.615594991756
9.479999542236328,0.7204242960304775,0.004987442400306463,0.00047391476847998866,0.000491504033561796,0.00044608430471271276,-9.396878400972734e-05,11458.707102479684
9.489999771118164,0.6940091103796413,0.004353818017989397,0.0004298049019847962,0.00046416085549733706,0.00042997177742007707,-0.0004123571076585601,9548.377160586688
9.5,0.6418679386660433,0.0036354821640998125,0.0003806145482317165,0.00043306452830115124,0.00040907328689677845,-0.000766426344246914,7423.961741056564
9.510000228881836,0.18020139675640162,0.0028482573106884956,0.00032727044594206816,0.00039829179311507486,0.0003836009677292572,-0.0011447302337425451,5154.138404082779
9.520000457763672,-0.35319991407686335,0.0020310336258262396,0.0002720834648547073,0.0003599261819747173,0.00035384720023204054,-0.001518051023595035,2914.213664967838
9.529999732971191,-0.4540536135101497,0.0012258162023499608,0.00021756653613583357,0.0003181213145985061,0.00032015207479061146,-0.0018552075295398633,891.2746292988691
9.539999961853027,-0.42923747006905444,0.0004517285560723394,0.00016487121616524684,0.0002731393033172935,0.00028287937715908303,-0.002143475071837505,-838.2537862665863
9.550000190734863,-0.4711051054769682,-0.00028742270660586655,0.00011426909757709065,0.00022535380493435595,0.0002424089648734985,-0.002382737429191669,-2269.725678317548
9.5600004196167,-0.5026025183060506,-0.0009877850534394383,6.607768160325513e-05,0.00017524027498438954,0.00019913506952838766,-0.0025734159474571547,-3404.3719597227414
9.569999694824219,-0.4618926390406935,-0.0016460627084597945,2.0584384738295206e-05,0.00012336344095981782,0.00015346666461684636,-0.0027167548735936484,-4252.232883367571
9.579999923706055,-0.4913100574295083,-0.002260984852910042,-2.2050075198489167e-05,7.035766935182942e-05,0.00010583155219339662,-0.0028158857797582946,-4835.523840215548
9.59000015258789,-0.5886086769732312,-0.002827804535627365,-6.144676633455131e-05,1.6906544462674192e-05,5.668093864288595e-05,-0.002871511116002997,-5161.559611859582
9.600000381469727,-0.6349957758669709,-0.00333784194663167,-9.697782203417129e-05,-3.6272621299657556e-05,6.491771071321435e-06,-0.0028815107264866433,-5219.7026472104735
9.609999656677246,-0.6401672519127375,-0.0037842553574591875,-0.00012809798742334047,-8.844363037496805e-05,-4.42318075026075e-05,-0.0028454710263758898,-5003.464446545953
9.619999885559082,-0.5929322887775539,-0.004164814483374357,-0.00015453230675861794,-0.00013887093195484744,-9.495545075171524e-05,-0.002766723201299707,-4530.977496088857
9.630000114440918,-0.5829884774546534,-0.004479985684156418,-0.00017620405371956255,-0.00018684232297043005,-0.000145112086708347,-0.0026506152159223952,-3834.329583824987
9.640000343322754,-0.8124225244975709,-0.004723701160401106,-0.0001926719926780572,-0.00023168447013530467,-0.00019410444009635184,-0.0024972419099261365,-2914.0897478474326
9.649999618530273,-1.0107657368856653,-0.004877816420048475,-0.0002027807446817557,-0.0002727610343653295,-0.00024131434555682872,-0.0022971343714743853,-1713.4445171369262
9.65999984741211,-0.9990518230236101,-0.004925095941871405,-0.0002054481646390977,-0.00030946115859680704,-0.0002861178169647853,-0.0020413982371489206,-180.32137466589705
9.670000076293945,-0.8351289238758918,-0.004863491281867027,-0.00020057116031508757,-0.0003412032836220331,-0.0003278946193555991,-0.0017326826540132363,1660.008089639061
9.680000305175781,-0.5195474074588865,-0.004707701504230499,-0.00018917701069127632,-0.0003674624410147468,-0.00036602813957466017,-0.0013860981756200392,3696.567707314376
9.6899995803833,-0.13257324277708632,-0.0044856867752969265,-0.00017320326555313336,-0.0003878153317297498,-0.0003999006649893191,-0.0010263774311169982,5760.239626752746
9.699999809265137,0.05427273216621073,-0.004227866418659687,-0.00015474886620520716,-0.00040198618080466986,-0.0004288911845328079,-0.0006796119851060212,7687.8883568922865
