time_s,u_iso_1_m,f_iso_1_N,z_iso_1_m,u_iso_2_m,f_iso_2_N,z_iso_2_m,u_iso_3_m,f_iso_3_N,z_iso_3_m
0.23999999463558197,-3.629172351793386e-05,-72.58005170200467,-3.62899365001112e-05,-3.863876190735027e-05,-77.27357713006995,-3.8636684704913116e-05,-3.629172351793386e-05,-72.58005170200467,-3.62899365001112e-05
0.25,-3.404081871849485e-05,-68.07824210312664,-3.403903170067219e-05,-3.6344219552120194e-05,-72.6844924196098,-3.634214234968304e-05,-3.404081871849485e-05,-68.07824210312664,-3.403903170067219e-05
0.25999999046325684,-2.7340711312717758e-05,-54.67802729157246,-2.73389242948951e-05,-2.948444125649985e-05,-58.9649358283691,-2.9482364054062693e-05,-2.7340711312717758e-05,-54.67802729157246,-2.73389242948951e-05
0.27000001072883606,-1.7292513803113252e-05,-34.58163227236345,-1.7290726785290593e-05,-1.918002453749068e-05,-38.35610239035076,-1.9177947335053525e-05,-1.7292513803113252e-05,-34.58163227236345,-1.7290726785290593e-05
0.2800000011920929,-7.868387001508381e-06,-15.73337866915371,-7.866599983685722e-06,-9.510736163065303e-06,-19.01752564150001,-9.508658960628147e-06,-7.868387001508381e-06,-15.73337866915371,-7.866599983685722e-06
0.28999999165534973,-1.9163196611771127e-06,-3.8292439884911733,-1.9145326433544536e-06,-3.4017286907328526e-06,-6.799510696835109,-3.3996514882956967e-06,-1.9163196611771127e-06,-3.8292439884911733,-1.9145326433544536e-06
0.30000001192092896,1.5390111229862669e-06,3.08141695639578,1.5407978126827122e-06,1.5888453219758958e-07,0.3217157490257753,1.6096173463474544e-07,1.5390111229862669e-06,3.08141695639578,1.5407978126827122e-06
0.3100000023841858,6.2504936977347825e-06,12.504368108503238,6.252273020384084e-06,5.045953457738506e-06,10.095844135444338,5.048025678773941e-06,6.2504936977347825e-06,12.504368108503238,6.252273020384084e-06
0.3199999928474426,1.467631409468595e-05,29.355870939990645,1.4678020805537922e-05,1.3802217836200725e-05,27.60824608151959,1.3804223314683957e-05,1.467631409468595e-05,29.355870939990645,1.4678020805537922e-05
0.33000001311302185,2.4852795831975527e-05,49.708356651460235,2.4854251088559307e-05,2.4412192942691036e-05,48.82771567222244,2.44139454620807e-05,2.4852795831975527e-05,49.708356651460235,2.4854251088559307e-05
0.3400000035762787,3.311050386400893e-05,66.22308464434282,3.311159697786417e-05,3.3097516279667616e-05,66.19763919949837,3.309888819554295e-05,3.311050386400893e-05,66.22308464434282,3.311159697786417e-05
0.3499999940395355,3.835563256870955e-05,76.71275558373918,3.835641701414117e-05,3.872877641697414e-05,77.45951751121844,3.872981045764264e-05,3.835563256870955e-05,76.71275558373918,3.835641701414117e-05
0.36000001430511475,4.1119244997389615e-05,82.23962530598547,4.111984252960343e-05,4.1845756641123444e-05,83.69306313213022,4.184657235158836e-05,4.1119244997389615e-05,82.23962530598547,4.111984252960343e-05
0.3700000047683716,4.1391242120880634e-05,82.78358413635905,4.13918210127742e-05,4.242511568008922e-05,84.85170195567757,4.242588967772034e-05,4.1391242120880634e-05,82.78358413635905,4.13918210127742e-05
0.3799999952316284,3.809924965025857e-05,76.19959919511493,3.809982854215214e-05,3.934304913855158e-05,78.68756887260228,3.9343823136182695e-05,3.809924965025857e-05,76.19959919511493,3.809982854215214e-05
0.38999998569488525,3.120076144114137e-05,62.40262277688051,3.1201340333034935e-05,3.253356408094987e-05,65.06859875739886,3.253433807858099e-05,3.120076144114137e-05,62.40262277688051,3.1201340333034935e-05
0.4000000059604645,2.539366323617287e-05,50.78842636694352,2.5394242128066438e-05,2.6821029678103514e-05,53.64352995170615,2.682180367573463e-05,2.539366323617287e-05,50.78842636694352,2.5394242128066438e-05
0.4099999964237213,2.662446058820933e-05,53.24995476094011,2.6625004580062725e-05,2.8329113774816506e-05,56.65960615793707,2.8329839358134432e-05,2.662446058820933e-05,53.24995476094011,2.6625004580062725e-05
0.41999998688697815,3.4824097383534536e-05,69.64847261301178,3.4824243618241226e-05,3.6992860259488225e-05,73.98619805204719,3.699311159268335e-05,3.4824097383534536e-05,69.64847261301178,3.4824243618241226e-05
0.4300000071525574,4.475233072298579e-05,89.50342815335858,4.475168162161053e-05,4.7422570787603036e-05,94.84383655116373,4.742188393284391e-05,4.475233072298579e-05,89.50342815335858,4.475168162161053e-05
0.4399999976158142,5.0921702495543286e-05,101.84095596498975,5.09204135344397e-05,5.397161658038385e-05,107.940478366627,5.397016668873085e-05,5.0921702495543286e-05,101.84095596498975,5.09204135344397e-05
0.44999998807907104,5.1132454245816916e-05,102.2624175904436,5.113114324519048e-05,5.4375839681597427e-05,108.74883374042686,5.4374341985403746e-05,5.1132454245816916e-05,102.2624175904436,5.113114324519048e-05
0.46000000834465027,4.826553777093068e-05,96.52858464067113,4.826422677030424e-05,5.16042928211391e-05,103.2057400195102,5.1602795124945416e-05,4.826553777093068e-05,96.52858464067113,4.826422677030424e-05
0.4699999988079071,4.6306544390972704e-05,92.61059788075518,4.6305233390346266e-05,4.976505442755297e-05,99.52726323233794,4.976355673135929e-05,4.6306544390972704e-05,92.61059788075518,4.6305233390346266e-05
0.47999998927116394,4.708265987574123e-05,94.1626981018676,4.708128006015446e-05,5.07441109220963e-05,101.4851846347595,5.074251239081573e-05,4.708265987574123e-05,94.1626981018676,4.708128006015446e-05
0.49000000953674316,5.019292075303383e-05,100.38262437800923,5.0191227527739916e-05,5.413332473835908e-05,108.26285750543673,5.413132896400043e-05,5.019292075303383e-05,100.38262437800923,5.0191227527739916e-05
0.5,5.400034933700226e-05,107.99663781472827,5.399821204264634e-05,5.825086554978043e-05,116.49687738828301,5.824831096489735e-05,5.400034933700226e-05,107.99663781472827,5.399821204264634e-05
0.5099999904632568,5.754652738687582e-05,115.08810148681515,5.754392039375135e-05,6.211304571479559e-05,124.22010540213134,6.210989517402726e-05,5.754652738687582e-05,115.08810148681515,5.754392039375135e-05
0.5199999809265137,6.0305788792902604e-05,120.6058617264156,6.030278044585544e-05,6.517955625895411e-05,130.35213649790342,6.517588466947789e-05,6.0305788792902604e-05,120.6058617264156,6.030278044585544e-05
0.5299999713897705,6.351502088364214e-05,127.02334207942391,6.351149473213668e-05,6.872563972137868e-05,137.44303066644997,6.872129826016427e-05,6.351502088364214e-05,127.02334207942391,6.351149473213668e-05
0.5400000214576721,6.738644879078493e-05,134.76486198926983,6.738221953167965e-05,7.296892727026716e-05,145.92788892534074,7.296368220963896e-05,6.738644879078493e-05,134.76486198926983,6.738221953167965e-05
0.550000011920929,6.915149424457923e-05,138.2943115170853,6.91469274171723e-05,7.504966197302565e-05,150.08846777399913,7.504394819826134e-05,6.915149424457923e-05,138.2943115170853,6.91469274171723e-05
0.5600000023841858,6.942386244190857e-05,138.83894815787772,6.941924311246677e-05,7.559182995464653e-05,151.17256832442828,7.558599227840192e-05,6.942386244190857e-05,138.83894815787772,6.941924311246677e-05
0.5699999928474426,7.128653669496998e-05,142.56357737298325,7.128153879130855e-05,7.776600978104398e-05,155.51992885732946,7.775964625222372e-05,7.128653669496998e-05,142.56357737298325,7.128153879130855e-05
0.5799999833106995,7.65272052376531e-05,153.04258228230452,7.652097987291537e-05,8.341139619005844e-05,166.8077171489892,8.340346185788599e-05,7.65272052376531e-05,153.04258228230452,7.652097987291537e-05
0.5899999737739563,8.560048445360735e-05,171.18408898386858,8.559160028342518e-05,9.299821977037936e-05,185.97506442614852,9.29869697100582e-05,8.560048445360735e-05,171.18408898386858,8.559160028342518e-05
0.6000000238418579,9.637508628657088e-05,192.72568889267586,9.636220013895724e-05,0.00010433355782879516,208.63636575709933,0.000104317373670642,9.637508628657088e-05,192.72568889267586,9.636220013895724e-05
0.6100000143051147,0.00010528436541790143,210.53674398121726,0.00010526753023127743,0.0001137426879722625,227.44537801322303,0.000113721636429472,0.00010528436541790143,210.53674398121726,0.00010526753023127743
0.6200000047683716,0.00011012007598765194,220.20371003978488,0.00011010089602158932,0.0001189458926091902,237.84619475917268,0.00011892189763065982,0.00011012007598765194,220.20371003978488,0.00011010089602158932
0.6299999952316284,0.00011124488082714379,222.452262178961,0.00011122514426118243,0.00012030872312607244,240.57035724469446,0.00012028393943794065,0.00011124488082714379,222.452262178961,0.00011122514426118243
0.6399999856948853,0.00011111579806311056,222.19409665089455,0.0001110960614971492,0.00012035427789669484,240.66141665666143,0.0001203294678247326,0.00011111579806311056,222.19409665089455,0.0001110960614971492
0.6499999761581421,0.00011324654769850895,226.4535198794521,0.00011322571847873747,0.00012269883882254362,245.34785705418784,0.00012267261745891236,0.00011324654769850895,226.4535198794521,0.00011322571847873747
0.6600000262260437,0.00011857790377689525,237.11053716024028,0.00011855407725397408,0.0001283121237065643,256.5674063952819,0.00012828220738138183,0.00011857790377689525,237.11053716024028,0.00011855407725397408
0.6700000166893005,0.0001235713280038908,247.0915932140732,0.00012354445284930743,0.00013354797556530684,267.0320166764077,0.00013351432585256685,0.0001235713280038908,247.0915932140732,0.00012354445284930743
0.6800000071525574,0.00012513072579167783,250.20853395549972,0.00012510287440859575,0.00013521427172236145,270.3622948653795,0.0001351794040490228,0.00012513072579167783,250.20853395549972,0.00012510287440859575
0.6899999976158142,0.0001221723505295813,244.29178343130667,0.00012214449914649923,0.00013218942331150174,264.31259804366005,0.0001321545556381631,0.0001221723505295813,244.29178343130667,0.00012214449914649923
0.699999988079071,0.00011380465002730489,227.55638242675383,0.0001137767986442228,0.00012354452337604016,247.0227981727369,0.00012350965570270153,0.00011380465002730489,227.55638242675383,0.0001137767986442228
0.7099999785423279,0.00010264028242090717,205.2276472139584,0.00010261243103782509,0.00011196171544725075,223.8571823151581,0.00011192684777391212,0.00010264028242090717,205.2276472139584,0.00010261243103782509
0.7200000286102295,9.366898302687332e-05,187.2850484258907,9.364113164379124e-05,0.00010257910616928712,205.09196375923082,0.00010254423849594848,9.366898302687332e-05,187.2850484258907,9.364113164379124e-05
0.7300000190734863,8.99621081771329e-05,179.87129872640986,8.993425679405082e-05,9.856708493316546e-05,197.0679212869875,9.853221725982683e-05,8.99621081771329e-05,179.87129872640986,8.993425679405082e-05
0.7400000095367432,9.299517842009664e-05,185.9354469480376,9.29662784768568e-05,0.00010146295971935615,202.85740673812728,0.00010142690040325878,9.299517842009664e-05,185.9354469480376,9.29662784768568e-05
0.75,9.931677050190046e-05,198.57389512306,9.928537793308946e-05,0.00010773137910291553,215.3887203836099,0.00010769241182806229,9.931677050190046e-05,198.57389512306,9.928537793308946e-05
0.7599999904632568,0.00010158362420042977,203.10582584496342,0.00010155129653943181,0.00010982045932905748,219.56496737760034,0.00010978048497089189,0.00010158362420042977,203.10582584496342,0.00010155129653943181
0.7699999809265137,9.7849071607925e-05,195.63672065995388,9.781674394692704e-05,0.0001057328045135364,211.38965774655816,0.0001056928301553708,9.7849071607925e-05,195.63672065995388,9.781674394692704e-05
0.7799999713897705,9.220612264471129e-05,184.35082273352646,9.217379498371333e-05,9.969192615244538e-05,199.30790102437612,9.965195179427978e-05,9.220612264471129e-05,184.35082273352646,9.217379498371333e-05
0.7900000214576721,8.975451055448502e-05,179.44759855307393,8.972218289348706e-05,9.695972403278574e-05,193.84349678505686,9.691974967462015e-05,8.975451055448502e-05,179.44759855307393,8.972218289348706e-05
0.800000011920929,9.418010449735448e-05,188.29580524082948,9.414620778478633e-05,0.0001013464861898683,202.61359959591022,0.00010130471104048599,9.418010449735448e-05,188.29580524082948,9.414620778478633e-05
0.8100000023841858,0.00010496628965483978,209.85915026309746,0.00010492764278821763,0.00011233564146095887,224.58137968397662,0.00011228832396730565,0.00010496628965483978,209.85915026309746,0.00010492764278821763
0.8199999928474426,0.00011931636254303157,238.54378192966792,0.00011926955035545514,0.00012706156121566892,254.01516675400472,0.00012700474243812517,0.00011931636254303157,238.54378192966792,0.00011926955035545514
0.8299999833106995,0.00013790234515909106,275.68890864494665,0.00013784140743633555,0.00014623580500483513,292.33252252331135,0.00014616260106464624,0.00013790234515909106,275.68890864494665,0.00013784140743633555
0.8399999737739563,0.0001637710229260847,327.37359075137533,0.0001636823623467194,0.00017302150081377476,345.843046260194,0.00017291626114674554,0.0001637710229260847,327.37359075137533,0.0001636823623467194
0.8500000238418579,0.00019530297140590847,390.3462080763093,0.00019516626891353603,0.00020577185205183923,411.2385227061701,0.00020561123026367693,0.00019530297140590847,390.3462080763093,0.00019516626891353603
