time_s,ground_accel_m_per_s2,roof_displacement_m,story_1_drift_ratio,story_2_drift_ratio,story_3_drift_ratio,isolation_displacement_m,total_base_shear_N
9.03,-1.1339812359032355,-0.004114209939540907,-5.688743504544972e-05,2.055134370695643e-06,5.479900169693537e-05,-0.004114090063220759,-3920.7290743855046
9.040000000000001,-0.7319820243743722,-0.00384916742637636,-4.514145486601461e-05,-3.5796849708659046e-05,2.293290128226372e-05,-0.0036403479745236843,-1078.29042730515
9.05,-0.4563195430910849,-0.003510040578010592,-2.7045524074834252e-05,-7.042281297102992e-05,-1.1102220081700194e-05,-0.0031191865723513602,2016.7535895267558
9.06,-0.26848538485352,-0.003124038710510349,-4.3030928994895225e-06,-0.00010063210630238216,-4.712759900666271e-05,-0.002576612636959625,5139.082189980417
9.07,-0.025790939405234994,-0.0027118818326263812,2.1410636142192322e-05,-0.00012555221835913253,-8.469910513642783e-05,-0.0020320553581542563,8115.502306663472
9.08,0.2784440709876739,-0.0022960878274104943,4.825977598824487e-05,-0.00014468437958409561,-0.00012309662191672735,-0.0015058114155652132,10805.034122022713
9.09,0.6378467813572065,-0.0019047567419630098,7.425076224442603e-05,-0.0001579272765388177,-0.00016134137753741332,-0.0010226923313685118,13094.858782461622
9.1,0.8870023489869284,-0.0015673555044708287,9.76115504242284e-05,-0.00016556472068535014,-0.00019824154759849974,-0.0006090545201761914,14915.043980360822
9.11,0.8559189517377324,-0.0013021507819448973,0.00011744763599300859,-0.00016820919888901976,-0.00023246633549780306,-0.00028253034772716593,16261.883196133705
9.120000000000001,0.7071832348797393,-0.0011077887371668848,0.0001339361804368443,-0.00016670127595628604,-0.0002626439946737701,-4.431601247132212e-05,17196.036869270825
9.13,0.6039495656459083,-0.0009714085420495164,0.000147606345334509,-0.0001619860725493952,-0.0002874699547020715,0.00011525031285153147,17799.95397940983
9.14,0.4916645737643811,-0.0008796286286927794,0.00015873344613413835,-0.0001549959733492769,-0.0003058081308804189,0.0002078257404512274,18142.937731457558
9.15,0.13669083844554938,-0.0008141591134637356,0.00016774432161806822,-0.00014654963818682578,-0.0003167766604214853,0.0002499360037011386,18297.373500495967
9.16,-0.3552997415988022,-0.0007414889185852168,0.0001758600709616017,-0.00013726117029250187,-0.0003198164483258162,0.000270894252978962,18373.807699635872
9.17,-0.6510035519108421,-0.0006207233704379603,0.0001846855388952765,-0.0001274659164895521,-0.00031473691338756033,0.0003063388770966493,18502.064907895314
9.18,-0.8134364907980113,-0.0004213168689496652,0.00019537494963565603,-0.0001171847931131177,-0.0003017288167093318,0.0003834223077227913,18776.07368908127
9.19,-0.7917936404243088,-0.00012946482184413225,0.0002084535569646215,-0.00010613780176416536,-0.0002813404344897978,0.0005150240235974978,19229.513745856646
9.200000000000001,-0.626732818215705,0.00025204744326530514,0.00022387955983296893,-9.380112996660975e-05,-0.00025442161097813935,0.0006996828952677137,19838.048551637763
9.21,-0.24083856483090202,0.0007027981037170919,0.00024100317700156035,-7.949896697318135e-05,-0.00022204303984109616,0.0009207378910428736,20527.94552154815
9.22,0.17945492914500163,0.0011866759981327586,0.00025873494607987226,-6.251762358557571e-05,-0.00018540054339823904,0.0011477355933869515,21197.008605527295
9.23,0.3412777528572602,0.0016667162229305334,0.00027633171170740855,-4.22177366284605e-05,-0.0001457189924301839,0.0013484942853949824,21758.84002721833
9.24,0.2158992083699244,0.0021252076384854707,0.00029417000642545756,-1.811577824587187e-05,-0.00010417155824871756,0.0015064300267343454,22182.735626315647
9.25,0.06385533348917433,0.002565984867304919,0.00031340288958438744,1.0073446193104366e-05,-6.182066212905336e-05,0.0016240244421705408,22488.42614193068
9.26,0.20083672658120685,0.0029942743262829177,0.000334721708164865,4.2413832887678885e-05,-1.957503868963261e-05,0.0017070565177764372,22699.241370092077
9.27,0.3506984666510826,0.0034013635680790184,0.0003578062600662141,7.872612543858804e-05,2.184278081345958e-05,0.001751212969333276,22809.619484161303
9.28,0.2938196675532755,0.0037760544611793287,0.0003820730890937434,0.00011857601307594251,6.191415773982755e-05,0.00175082672550508,22788.217515176173
9.290000000000001,0.15940690645118494,0.004119318808686062,0.0004069513352480444,0.00016128580170100072,0.00010032186535908295,0.0017125064003768009,22558.2955644065
9.3,0.02765772821753717,0.004441292818326427,0.0004321111522530145,0.00020597175066563322,0.00013692759043089204,0.0016512550422680837,22190.787415754196
9.31,-0.09442009565266837,0.0047538230964921544,0.0004576890109124076,0.00025160720569009055,0.0001717314577640419,0.0015821234687726103,21775.997974781356
9.32,-0.2039944010967836,0.005067999882745642,0.00048387547568514523,0.00029710088857207623,0.00020482075742905826,0.0015191302446750353,21398.038630195904
9.33,-0.30515923199878703,0.005393900950093996,0.0005108205243713544,0.0003413763893305202,0.00023631649630969016,0.0014752526740523626,21134.77320645987
9.34,-0.32087942835842587,0.005738762591561691,0.0005385329361343609,0.0003834445541339839,0.00026632394015665826,0.0014608774420316799,21045.57974963906
9.35,-0.13407807784888903,0.006100283251620518,0.0005663008068554151,0.00042245446253546084,0.00029489504607461666,0.0014791421159447437,21098.010612534657
9.36,0.37307762018182855,0.006455908251218007,0.0005922031788983714,0.00045770708843329244,0.0003220103140303173,0.001516994158314875,21208.12768737363
9.370000000000001,0.811222623056463,0.006763778082819294,0.0006138067350848267,0.0004886373436939638,0.00034757799651661137,0.0015436986117558467,21284.790051892767
9.38,0.8508763907228285,0.006987504069783619,0.0006294142708636742,0.0005147928175494417,0.00037143901405534314,0.0015311781008971667,21209.66698674069
9.39,0.6966989720812985,0.007117237095493239,0.0006383335424882281,0.0005358268716823279,0.00039337015411327947,0.0014741270496714312,20867.360679386275
9.4,0.5753725740929108,0.00716197288853063,0.0006407660522432402,0.0005515046506616232,0.00041308601773120437,0.0013826886942407864,20318.730546802406
9.41,0.548097128524586,0.007131569193330042,0.000637320777921015,0.0005617126281589015,0.00043024356644796315,0.0012661720922296754,19619.63093473574
9.42,0.4779227273014449,0.007031469336714926,0.0006284489156038094,0.0005664585357116071,0.0004444542027764076,0.0011297673819843593,18801.202673263848
9.43,0.3981292814677694,0.006867221577730716,0.0006146682750382039,0.0005658606991162551,0.0004553029909431823,0.0009782265033792077,17891.95740163294
9.44,0.44675999772556413,0.0066428227311270995,0.000596440782598219,0.0005601309143505928,0.0004623723834166223,0.0008146240418115363,16910.34263222691
9.450000000000001,0.6049734484871843,0.006353500805945167,0.0005737099664903375,0.0005495452082172299,0.0004652713152504255,0.0006348054420963923,15831.431033936045
9.46,0.7293615784585643,0.005986842495082118,0.0005459424070507209,0.0005344017757274534,0.0004636682281995457,0.0004283978155623255,14592.985274731644
9.47,0.7406837889576134,0.005532451439404199,0.0005126911902651077,0.0005149795199027469,0.0004573210167768419,0.00018648122240329086,13141.485715777439
9.48,0.7204242960304775,0.00498746992282827,0.00047391578192861224,0.0004915110426813956,0.00044609716381365536,-9.40164354969178e-05,11458.499768376183
9.49,0.6940091103796413,0.004353847533455482,0.0004298080385668722,0.0004641715011674001,0.000429982837720921,-0.000412417025383214,9548.096229058408
9.5,0.6418679386660433,0.0036355139124802168,0.0003806196502776214,0.00043307842715894015,0.00040908274232018775,-0.000766497038644081,7423.616149493208
9.51,0.18020139675640162,0.0028482907540856948,0.00032727719995200857,0.0003983084240115631,0.00038360887257437936,-0.0011448094334509291,5153.741780652117
9.52,-0.35319991407686335,0.0020310691978243896,0.00027209145447467097,0.00035994477841182296,0.00035385406184114214,-0.0015181358631951001,2913.7832021870904
9.53,-0.4540536135101497,0.0012258537370790682,0.0002175753112751312,0.00031814104689138897,0.0003201582501890956,-0.0018552948530011486,890.8292633507995
9.540000000000001,-0.42923747006905444,0.00045176825131799307,0.00016488027069246362,0.00027315930756876134,0.00028288535085930534,-0.002143561493515916,-838.6934156824699
9.55,-0.4711051054769682,-0.0002873806574971011,0.00011427799826668839,0.0002253732084809958,0.00024241523308089454,-0.0023828198408799846,-2270.139301204259
9.56,-0.5026025183060506,-0.0009877406324119607,6.608598346203383e-05,0.00017525839192231415,0.00019914197242929874,-0.002573491484541089,-3404.7422457501684
9.57,-0.4618926390406935,-0.0016460158377945733,2.0591762921390555e-05,0.00012337961634531152,0.00015347450153845385,-0.0027168210086931347,-4252.545531496038
9.58,-0.4913100574295083,-0.0022609357929720764,-2.204364895725466e-05,7.037140327896817e-05,0.0001058405060345558,-0.002815941530254646,-4835.774054016894
9.59,-0.5886086769732312,-0.0028277535840052787,-6.144157585547876e-05,1.6917588508718148e-05,5.669096437566778e-05,-0.0028715547013093445,-5161.737857873678
9.6,-0.6349957758669709,-0.0033377897713843326,-9.697388199608577e-05,-3.626431766411063e-05,6.502620799337768e-06,-0.0028815416874852415,-5219.805841468792
9.61,-0.6401672519127375,-0.0037842023855359126,-0.00012809526459933875,-8.843800561167667e-05,-4.422034051325798e-05,-0.0028454893869285284,-5003.492038128512
9.620000000000001,-0.5929322887775539,-0.004164761295053146,-0.00015453075956730903,-0.00013886775838064765,-9.494372274615332e-05,-0.0027667292285543502,-4530.931087883446
9.63,-0.5829884774546534,-0.004479933430587712,-0.00017620326383557174,-0.00018684118951710007,-0.00014510075616389848,-0.0026506106763280594,-3834.2197745256994
9.64,-0.8124225244975709,-0.004723650402958167,-0.00019267167883286172,-0.00023168500939727547,-0.0001940938965609774,-0.0024972282977101545,-2913.9255028182706
9.65,-1.0107657368856653,-0.004877767708613483,-0.00020278059427498605,-0.0002727627020652979,-0.0002413051381622826,-0.0022971133444042433,-1713.2357829828024
9.66,-0.9990518230236101,-0.004925050307478331,-0.00020544802541175978,-0.0003094635277580712,-0.00028611054743664285,-0.0020413707452950256,-180.0744869986334
9.67,-0.8351289238758918,-0.004863449031779413,-0.00020057071937380102,-0.0003412059762907721,-0.00032788955150959357,-0.001732650541952413,1660.2800283038678
9.68,-0.5195474074588865,-0.00470766268525701,-0.0001891759954656044,-0.00036746515367922476,-0.00036602549821975123,-0.00138606275474452,3696.853624171482
9.69,-0.13257324277708632,-0.004485652046737219,-0.0001732020264359085,-0.0003878178009445665,-0.0003999007694198823,-0.0010263378982559323,5760.54032291314
9.700000000000001,0.05427273216621073,-0.004227835168411918,-0.00015474719954679483,-0.00040198834386888783,-0.0004288938738282155,-0.0006795692663338846,7688.195518373985
9.71,0.07222390230033927,-0.003952327028563429,-0.0001350899682921004,-0.0004098723293059538,-0.00045238813158574904,-0.0003618654835017369,9392.179817432982
9.72,0.0073385377145709215,-0.0036619307931583848,-0.00011451867068947107,-0.00041152614927957276,-0.0004697956358767129,-7.69051521136603e-05,10864.305200951585
9.73,-0.037856642553433455,-0.003351850094297253,-9.285884632000352e-05,-0.0004071338130508371,-0.00048059077659819594,0.00017825027519127864,12133.694303341348
9.74,0.06350974204105357,-0.0030201841557893896,-7.011827610175665e-05,-0.0003969700150858845,-0.0004843440298850824,0.00040497220007241537,13221.068101785057
9.75,0.34712851195026573,-0.002677745163492517,-4.700619039320836e-05,-0.0003813759121753,-0.00048074815062220603,0.0005951237479940552,14103.542298491724
9.76,0.638580605379041,-0.002348652136613346,-2.487467531097794e-05,-0.0003607527273209526,-0.0004696339414497255,0.0007302887020806155,14715.703551651248
9.77,0.8526935968309526,-0.0020603701297765044,-5.13291961791892e-06,-0.0003355634975008578,-0.0004509790344919521,0.0007896614960221194,14981.99461540766
9.78,1.0330729954953533,-0.001836186270315054,1.0836905979529014e-05,-0.0003063352579598967,-0.0004249125302862594,0.0007572929058448034,14787.783074343764
9.790000000000001,1.1458265439313626,-0.001694416894936632,2.1348076688188385e-05,-0.00027366635031786087,-0.0003917137533519235,0.0006240984021971138,13988.616052457628
9.8,1.2539788174196524,-0.0016493739762056252,2.494959083225676e-05,-0.00023823458629506226,-0.0003518071297163136,0.00038495767443920355,12553.771685910164
9.81,1.2747192625773152,-0.0017115875075874626,2.0811041208399297e-05,-0.00020079369608039173,-0.0003057582517593542,3.7079756285385156e-05,10466.504176987255
9.82,1.149089085866276,-0.0018837536589033418,8.666130612779523e-06,-0.00016215648632048624,-0.0002542716010195562,-0.00041581061468519534,7749.161951163773
9.83,0.850164878917874,-0.0021550340905891158,-1.0880536652357726e-05,-0.00012316373322348703,-0.00019818990693991578,-0.0009589910540523779,4490.079314960677
9.84,0.534028036214075,-0.0025021264467652727,-3.640997640107178e-05,-8.463865634786427e-05,-0.00013849450383594518,-0.0015677711550597002,837.398708916742
9.85,0.28278007846804104,-0.0028984178542827946,-6.61240013994105e-05,-4.733757045306761e-05,-7.630177883543356e-05,-0.0022152697918063125,-3021.859008158942
9.86,0.07204267751656863,-0.0033213262298208966,-9.788123517942656e-05,-1.1904843253649497e-05,-1.2852029531471811e-05,-0.0028798290411485242,-6841.9918959885235
9.870000000000001,-0.1572592316197143,-0.0037515835001403664,-0.00012924792814572779,2.1165796695832354e-05,5.051015349706842e-05,-0.003544324379510189,-10420.088776471459
9.88,-0.38289499560907503,-0.004170146984492501,-0.00015794667584770414,5.15560295024544e-05,0.00011236649996191968,-0.004191660057512513,-13610.290445023194
9.89,-0.39632695017089864,-0.004562953781409395,-0.00018246593841639367,7.912138905513745e-05,0.00017127027701522695,-0.00480748640096369,-16344.881493535959
9.9,-0.30059514407920096,-0.004929213076763637,-0.00020253706512543876,0.00010385467620854441,0.00022580720713120627,-0.00538686242233516,-18642.017836108455
9.91,-0.2809405601430368,-0.005276717491335466,-0.0002186322232932437,0.0001258235603530086,0.0002746652963399398,-0.0059314013715744025,-20560.883032980382
9.92,-0.3693167720699263,-0.005609112266403214,-0.00023110450034466616,0.0001451080897651197,0.0003167001926426793,-0.006439645881830492,-22151.8254230787
9.93,-0.545803928456353,-0.005920104599811451,-0.00023995183386705643,0.0001617556256788996,0.0003509865005175815,-0.00690214965219738,-23443.953934186895
9.94,-0.7101011770206153,-0.006196131294322182,-0.0002450862715728767,0.00017575375752752333,0.00037685296231326743,-0.0073032049080866725,-24455.070400067976
9.950000000000001,-0.8007482767988578,-0.0064233830292697025,-0.00024669327990761817,0.00018701466530470667,0.00039390294094370496,-0.007626590604096559,-25203.62428374903
9.96,-0.8857578231120602,-0.006591670251615582,-0.00024527256417638453,0.00019536786395730674,0.0004020209112273121,-0.007859288611245225,-25709.371918237608
9.97,-1.001694581156298,-0.006691651159877737,-0.0002413375008944919,0.00020056561878977969,0.00040136347372036617,-0.007989780889694091,-25982.959747668436
9.98,-1.0823160581497464,-0.006712990372072844,-0.0002352650075316235,0.00020230478479246663,0.00039233440035462097,-0.008006737411488515,-26018.4254565424
9.99,-1.098390770844258,-0.0066475382377960785,-0.00022567856194692697,0.0002002840069990286,0.00037553844580054754,-0.007908056244865616,-25426.33845680501
10.0,-1.0569892128556175,-0.006492330786285224,-0.0002106518318047589,0.00019429042939918777,0.00035171945880595976,-0.007699619789326623,-24175.71972357105
10.01,-0.9513755738212422,-0.006250190124174491,-0.0001900164098688572,0.00018425925919846037,0.0003217079856981573,-0.007387613130274429,-22303.679769257884
10.02,-0.8007457976636488,-0.005929452161144145,-0.00016441890983624066,0.00017029196240304632,0.0002863858472900762,-0.00698158420062892,-19867.50619138483
10.03,-0.5720654077242373,-0.005544043978940926,-0.00013488151379422922,0.0001526543583513205,0.00024666038386485527,-0.0064960036012599335,-16954.022595170907
10.040000000000001,-0.3064930067411755,-0.00511366421027188,-0.00010273968817558417,0.00013175848943159103,0.00020344725735641577,-0.005950542021276602,-13681.25311527092
10.05,-0.05524033863824464,-0.00466130553874562,-6.948711044731306e-05,0.00010813146300648629,0.00015766048816598892,-0.005368002965356204,-10186.018779748534
10.06,0.12922021240704826,-0.004208391889579201,-3.648898019736023e-05,8.237896245637853e-05,0.00011020634630657671,-0.004770338672415343,-6600.033022103369
10.07,0.1864103908870932,-0.0037694094943877708,-4.664623160473405e-06,5.515279565060762e-05,6.19770497640936e-05,-0.004174284294502991,-3023.7067546292533
10.08,0.2242117487253682,-0.003350321410838543,2.5561605856097297e-05,2.71275549486293e-05,1.3842095499624143e-05,-0.003589833933534206,473.1054992803095
10.09,0.41887220576064094,-0.0029569007397583767,5.349749994179912e-05,-1.0232251563135646e-06,-3.335915108478938e-05,-0.003025715185080883,3771.1033197051192
10.1,0.7156420442125082,-0.002604894796354525,7.764295882074407e-05,-2.8665778239070176e-05,-7.881845329093275e-05,-0.002497466214601193,6733.005548348057
10.11,0.8027712511293208,-0.002313918264066666,9.651115686816837e-05,-5.524982601183536e-05,-0.00012175788010950094,-0.0020241306867552615,9250.208125388237
10.120000000000001,0.6532099822467636,-0.0020898649778300256,0.00010982013829258444,-8.032830549411008e-05,-0.00016143880478079826,-0.0016148558786936596,11306.528166426435
10.13,0.4694044187236624,-0.001920892101134035,0.00011856299966443698,-0.00010354140435754696,-0.00019718460842812192,-0.0012651052538976,12967.772653728407
10.14,0.29833913103910137,-0.0017881032674194504,0.0001241478655005645,-0.00012458198100804966,-0.00022840900287860773,-0.0009642680412295159,14322.089535581812
10.15,0.20212686854391873,-0.0016745490185804367,0.00012778544705731337,-0.00014316420372142112,-0.00025464001042809284,-0.0007024814570485145,15442.67716749158
10.16,0.06470121442245122,-0.0015666229586815015,0.00013043449717802498,-0.00015900344094209816,-0.00027553545248958225,-0.0004718471321683419,16384.47220350952
10.17,-0.09582725279724036,-0.0014502734462209636,0.00013304499456424164,-0.0001718044683009584,-0.00029089053330733436,-0.00026353342086237944,17198.006954064564
10.18,-0.15945896829057185,-0.0013120091064418784,0.00013649502198503615,-0.0001812564605453447,-0.0003006379329902439,-6.85713688598895e-05,17927.076806014473
10.19,-0.22001556447078296,-0.0011429923043807858,0.000141386140522209,-0.00018703853493923472,-0.00030483918320370817,0.00011877737505385629,18598.154080074703
10.200000000000001,-0.2758979991281329,-0.0009373627593678461,0.00014818309381438123,-0.00018883474667847345,-0.00030366844002669606,0.00030218957503899154,19227.263408965806
10.21,-0.2747030559574428,-0.0006912524698248079,0.0001572650465224821,-0.00018635373156490682,-0.00029739151208056386,0.000484076239817951,19824.24974335908
10.22,-0.21014315224189895,-0.00040556705788166855,0.0001687698418256977,-0.00017935251409835078,-0.0002863415020629852,0.0006633599697266294,20387.13250784286
10.23,-0.17800488296131564,-8.517546266183801e-05,0.00018266530388142088,-0.00016766274193853053,-0.00027089302741430035,0.000836030213035238,20906.09391794677
10.24,-0.12285280153650786,0.000264371743925315,0.0001989128389150083,-0.00015121335516070678,-0.0002514385861543212,0.000997832512565386,21372.535927823337
10.25,-0.019194282901927585,0.0006358582272178149,0.0002173688579531153,-0.0001300473303028748,-0.00022836899954479766,0.0011436291260382206,21777.06610399362
10.26,0.13368538283179918,0.0010177531957143,0.00023764646645655063,-0.00010433441868487348,-0.00020205796553809816,0.0012652384996734156,22103.68375113872
10.27,0.3127900101717831,0.0013941404962983018,0.000259142330130765,-7.437976358705753e-05,-0.00017285133296152206,0.0013512600554024343,22329.27667356891
10.28,0.4696201034868368,0.001747082164996073,0.0002811525976414676,-4.062564535296429e-05,-0.0001410624481845879,0.0013890099502219776,22426.954345918304
10.290000000000001,0.6569410807361592,0.0020583090936281867,0.0003025670329906496,-3.649463659058489e-06,-0.00010697230817876063,0.001367306153477997,22296.73156545442
10.3,0.7818225586141104,0.002310122305423242,0.0003214489945179281,3.583253682314558e-05,-7.083085700350458e-05,0.0012788998778079934,21766.2939114344
10.31,0.6997830162811709,0.0024923230460668104,0.00033626975756628427,7.696880441620685e-05,-3.2864452087334124e-05,0.0011229762504442451,20830.75214725191
10.32,0.4788895900329162,0.00261002641890243,0.0003469333084533711,0.00011881018574415113,6.70116438345784e-06,0.0009092256480109018,19548.24853265185
10.33,0.30144300832064497,0.002679272622330206,0.0003541008773456233,0.0001603761125515086,4.7606710087964555e-05,0.0006557713023838587,18027.522458889594
10.34,0.33355028841111695,0.002712039704768569,0.00035823605328148497,0.00020072009371078462,8.952761482148935e-05,0.00037749816223903664,16357.88361802066
10.35,0.4556030730157126,0.0027063867093611257,0.0003590131999134249,0.00023897265052012063,0.00013205486720424382,7.824012586508395e-05,14562.335399776945
10.36,0.5980269116318446,0.002650054589595511,0.0003555431003056549,0.0002743583623252099,0.0001746904715832975,-0.0002464763735754732,12614.0364031336
10.370000000000001,0.769260780510611,0.0025267591353383204,0.0003467546542783347,0.00030619621908627024,0.0002168538775391698,-0.0006045379679152688,10465.666837094826
10.38,0.8554528743184591,0.0023203878858544503,0.0003316433107301795,0.00033389148787331353,0.00025789566928475333,-0.0010039617985432368,8069.123853327019
10.39,0.9373486268092823,0.002018494772161151,0.00030947442941181157,0.00035692520655363706,0.00029711538615789204,-0.0014501593074828754,5391.938799689187
10.4,1.0624433103151991,0.0016099562685602034,0.0002796289477107553,0.00037484243030484646,0.00033378217155855016,-0.0019477565099067435,2406.3555851459787
10.41,1.1504451728255445,0.001082626823224957,0.00024144909741359057,0.0003872366323744012,0.00036715826393549447,-0.0025024115541795937,-920.9985384258131
10.42,1.1315541625337218,0.00042795003821516434,0.0001947436095962889,0.00039373767659286324,0.0003965214170987215,-0.0031180596936211807,-4557.784100902572
10.43,1.0569421092866484,-0.0003547969811234365,0.00014041223078967816,0.00039401886073798,0.00042117963121661905,-0.0037949955830028346,-8370.854490568585
10.44,0.9417416543994542,-0.001259677064435727,8.033498385402372e-05,0.000387826237430618,0.00044047709009268553,-0.004530774985394105,-12181.037540498979
10.450000000000001,0.6920134065364764,-0.0022737637655462395,1.7026111873275827e-05,0.0003750201670872851,0.00045379580101285647,-0.005318795253450542,-15794.54337873849
10.46,0.25262883605739167,-0.0033714337726241427,-4.649310619445449e-05,0.0003556207455289899,0.0004605568909270592,-0.006142298081565883,-19028.834689751362
10.47,-0.09271246732077762,-0.004516344818123214,-0.0001073581580021379,0.0003298447969170405,0.00046022687777698813,-0.006974113478214021,-21761.38175390004
10.48,-0.21264360801359608,-0.005677494053168358,-0.0001640311493440738,0.00029811043059152,0.00045233802106883314,-0.007788596341506963,-23972.45473439844
10.49,-0.3581358722777845,-0.006836544806960312,-0.00021639935746735494,0.00026099881247781357,0.00043652530672298685,-0.008568593949200716,-25718.959294968517
10.5,-0.6552205609011822,-0.007975358769182527,-0.000264662378310038,0.0002191954868222183,0.00041256904628857096,-0.009296926526465231,-27074.079937326696
10.51,-0.9591476627011455,-0.009067016909808571,-0.00030877469923142016,0.00017343726296408584,0.0003804306978418595,-0.009949352651476862,-28100.072253939274
10.52,-1.0688766661822962,-0.010084923881865219,-0.00034891971169008734,0.00012446611913204437,0.0003402795547559856,-0.010501897345777812,-28853.153532812546
10.53,-1.173260654153057,-0.011011747273807453,-0.00038569590429601397,7.298444635974554e-05,0.0002925110879031212,-0.010939025941688123,-29385.10247531358
10.540000000000001,-1.2485271990952802,-0.011835598149836627,-0.00041965875812141704,1.9619874842498252e-05,0.00023775275928738905,-0.01125136810346712,-29735.50027347764
10.55,-1.1787618551816075,-0.012549422562330813,-0.0004512857676205371,-3.509277714188226e-05,0.00017685414366562253,-0.011435134718382345,-29931.770740829805
10.56,-0.9803021234386945,-0.013157021880046953,-0.00048125954201563674,-9.071724419205912e-05,0.00011086374591266035,-0.011497014934984826,-29996.35864108116
10.57,-0.8231993252506619,-0.013670934671344025,-0.0005093211193588351,-0.00014689845969928728,4.0989496578602846e-05,-0.011456106374417754,-29750.90727767872
10.58,-0.6870749692003463,-0.014104112528945023,-0.000533812883482526,-0.0002033069779427618,-3.1460321163971896e-05,-0.011337223871623689,-29037.612260914328
10.59,-0.5245949267442082,-0.014467961546880341,-0.0005539831240868833,-0.0002595813738525168,-0.00010513823111342536,-0.01116063172229017,-27978.059364913206
10.6,-0.3844841212779804,-0.014774083786554672,-0.0005705147691185264,-0.00031530745214172924,-0.0001787036355649334,-0.010941790701983992,-26665.01324307614
10.61,-0.15233318995962877,-0.015035957601721595,-0.000584419710599135,-0.00037002092299153903,-0.00025085782825185913,-0.010696883139088476,-25195.56786570306
10.620000000000001,-0.03047997573934964,-0.015268447245844575,-0.0005967978486630667,-0.00042321696073123537,-0.0003203734093755423,-0.010443049658273135,-23672.56698081101
10.63,-0.05987954435466039,-0.015479589788282951,-0.0006082958751774235,-0.0004743593575916642,-0.0003861202294173178,-0.010191998124411891,-22166.257777643543
10.64,-0.22567270310397336,-0.015663935672634948,-0.0006186857131625431,-0.0005228786010590823,-0.0004470912196932274,-0.009944775750541477,-20682.92353442106
10.65,-0.3894969326703774,-0.015805797387348254,-0.000627048933710224,-0.0005681594654062538,-0.0005024268972606568,-0.00969431032039057,-19180.13095351561
10.66,-0.44067867905813085,-0.015889352182524196,-0.0006323836874785125,-0.0006095312154957188,-0.0005514325855475719,-0.009433301223845704,-17614.07637424642
10.67,-0.3962005142752447,-0.01590722421444816,-0.0006341297523415959,-0.0006462745277403627,-0.0005935825911061144,-0.0091608714781711,-15979.497900198785
10.68,-0.37447089416923074,-0.01585943441857691,-0.0006321175902132784,-0.0006776474674501079,-0.0006285109544782899,-0.008881640774866877,-14304.113680373459
10.69,-0.3941031658885148,-0.015746578816364185,-0.0006261713933316755,-0.0007029203773898522,-0.0006559938258159704,-0.008600270668829192,-12615.893044147339
10.700000000000001,-0.27993403124822314,-0.01557030351353457,-0.000616159577009364,-0.0007214127025825521,-0.0006759275203821748,-0.008321704233627842,-10944.494432939246
10.71,-0.058226209083844564,-0.015340914051255296,-0.0006024847289832983,-0.0007325364274331066,-0.0006883019711567871,-0.008056950791991804,-9355.973783123018
10.72,0.0897513882272667,-0.015075873587646584,-0.0005860212360907075,-0.0007358465037436267,-0.0006931712126528376,-0.007821733358692766,-7944.669183328788
10.73,0.1564240109678357,-0.014789869903100503,-0.0005675342679221032,-0.0007310842182284924,-0.0006906280731520181,-0.007628582289611094,-6785.7627688387565
10.74,0.2716462822448683,-0.014493144040125326,-0.0005475929790216173,-0.000718202960584822,-0.0006807883581625269,-0.007485440568157048,-5926.91244011448
10.75,0.44294212950385714,-0.014197975665788468,-0.0005269737024278843,-0.0006973809731114668,-0.000663783335122945,-0.0074006788274042015,-5418.3419955974005
10.76,0.6368005862990505,-0.013921457938640374,-0.0005068322893522774,-0.0006690277248218451,-0.000639758155715936,-0.007385232527036163,-5325.664193389175
10.77,0.7639008901889678,-0.013681773053085742,-0.0004884518242075453,-0.0006337815388343563,-0.0006088770358748468,-0.007449775616985448,-5707.571867146232
10.78,0.7561734257428245,-0.013491198230524713,-0.0004727855877279252,-0.0005924901724593416,-0.0005713378054266697,-0.007599389394314542,-6585.83025847237
10.790000000000001,0.5844610837687404,-0.01334976900263028,-0.0004600320670697228,-0.0005461670180862992,-0.000527397338328287,-0.007828821878086768,-7912.618356177887
10.8,0.3771409227892167,-0.013245364985074101,-0.0004495786974962305,-0.0004959235522600738,-0.0004774055390731904,-0.00812289694528792,-9572.078567891633
10.81,0.21605465014752245,-0.013161469768180552,-0.00044044790946391407,-0.0004428909706866076,-0.0004218403691309256,-0.008462824470767343,-11423.471033142252
10.82,0.10828391556788246,-0.01308464784392968,-0.0004317685111417624,-0.00038814888514774877,-0.00036133467372004974,-0.00883214039189526,-13343.170951378654
10.83,0.07212424106494147,-0.013007375158807418,-0.0004229746418351076,-0.00033267271632350263,-0.0002966887014108651,-0.009218965344357307,-15241.775856235881
10.84,0.03306447419462854,-0.012927222190548787,-0.00041377274734743483,-0.0002773029508023645,-0.00022886641401169956,-0.009615430586767391,-17061.555587815394
10.85,-0.02684010942564174,-0.012843079497905967,-0.0004039333709241409,-0.00022273305987866775,-0.00015897702853688212,-0.01001476304428308,-18761.8763023708
10.86,-0.04673095494721414,-0.012753852698057348,-0.000393245356742846,-0.00016951212892933753,-8.824423321175388e-05,-0.010410246510075173,-20314.620147722846
10.870000000000001,-0.08734117297717352,-0.012659461632166457,-0.00038159488848426096,-0.00011806096547465921,-1.7965050650233616e-05,-0.010796026375573503,-21706.05790597765
