time_s,ground_accel_m_per_s2,roof_displacement_m,story_1_drift_ratio,story_2_drift_ratio,story_3_drift_ratio,isolation_displacement_m,total_base_shear_N
4.45,0.1496931588756705,-0.0020368478687133743,-6.0173241090113945e-05,0.00025667044647190715,0.00022568921251058893,-0.00355671897312595,-16909.49510659455
4.46,-1.5044755971973895,-0.0027121110488146274,-0.00010484066557562084,0.0002493652054045958,0.0002661204119029333,-0.004190432875049497,-19269.363990011
4.47,-2.312646404811696,-0.003269629898490422,-0.00014293075771331534,0.00023464108695396503,0.00030371091501600416,-0.004693146377814376,-20940.15079079125
4.48,-2.4139661816642555,-0.0036283008819662974,-0.00017162227811216084,0.000214325684674029,0.0003363005353900442,-0.004992715072993182,-21865.734465137575
4.49,-2.4439736342327887,-0.003765102412992914,-0.00019097520935511272,0.00019048666492009128,0.0003617835333509356,-0.005065764373090205,-22087.345013441412
4.5,-1.847141665771634,-0.0036934353942167167,-0.00019979158544635052,0.00016522783373492455,0.0003782886404407435,-0.00493084499364226,-21277.828736753745
4.51,-0.66767325705549,-0.003473653709680951,-0.00019764337252323408,0.00014051532067459798,0.0003843341442799169,-0.004651595642433562,-19602.332629501554
4.5200000000000005,0.37235371270082956,-0.0032064654000805515,-0.00018833996474576777,0.00011797053495203202,0.00037897471659816565,-0.004317444432576499,-17597.425370359175
4.53,0.8920870553003837,-0.0029860758347320087,-0.00017688237996015408,9.865630169343606e-05,0.00036192164372761057,-0.004007379870391222,-15737.037997247513
4.54,0.6169600672222187,-0.002856262459406268,-0.00016588401179393054,8.296204791479287e-05,0.0003335901337225612,-0.0037586678708425927,-14244.76599995574
4.55,0.048114560307301574,-0.002799820954625013,-0.00015473659830385358,7.063378921864714e-05,0.0002950561972702832,-0.0035592531520912893,-13048.277687447917
4.5600000000000005,-0.6113572216501033,-0.0027620600334939934,-0.00014092073068240556,6.092033496749215e-05,0.0002479394818016094,-0.003366640743406099,-11892.603235336777
4.57,-0.9527366190509284,-0.002683919283192984,-0.000121892052800268,5.277409389225309e-05,0.00019424434709038122,-0.003134374280649503,-10499.0044587972
4.58,-0.5207448297647854,-0.0025390338007635835,-9.721529020349536e-05,4.5038877911874794e-05,0.0001361944817543888,-0.002841498850829549,-8741.751879877478
4.59,0.12133879366443226,-0.002352747572970554,-6.96288470644884e-05,3.657437997516737e-05,7.608830439025858e-05,-0.002507669387253929,-6738.775098423756
4.6000000000000005,0.2118381369842243,-0.002166407273009006,-4.279662703573751e-05,2.6330763743379324e-05,1.6175716355068146e-05,-0.002165362744034762,-4684.935239108754
4.61,0.08743066975821483,-0.0019937948796732367,-1.8578789410095845e-05,1.3430323318301304e-05,-4.1460803181577704e-05,-0.0018260015102890966,-2648.767836634763
4.62,-0.10376271668741037,-0.0018228263986653419,2.9423372544149238e-06,-2.728822044852515e-06,-9.50211238653308e-05,-0.0014815190075045757,-581.889355690241
4.63,-0.09597575299625351,-0.0016381684516158512,2.2108722289234495e-05,-2.2382807397765636e-05,-0.00014307948566888537,-0.0011220955968171517,1565.3979024864473
4.64,0.2639336926099785,-0.0014421230410663643,3.837980028363412e-05,-4.536560353157091e-05,-0.00018463506885251204,-0.0007522879015047485,3743.2332598416324
4.65,0.1976949185309671,-0.0012494757973202928,5.068405354665735e-05,-7.113330415040992e-05,-0.0002191177923337498,-0.00038703444274528425,5843.618361032312
4.66,-0.3099092550590406,-0.0010520349576569289,5.963060754164353e-05,-9.880785326085042e-05,-0.0002463666827063247,-2.40768153250152e-05,7863.531934576115
4.67,-0.5899969926902155,-0.0008151475412945574,6.762088940360512e-05,-0.0001272102162533423,-0.00026659430416087475,0.0003591135303436456,9904.577450423061
4.68,-0.5664476873408686,-0.0005126181887161032,7.658799661009846e-05,-0.00015491349264600007,-0.00028032785153140325,0.0007785338625261942,12012.732054171363
4.69,-0.3918223614963262,-0.000143298277789676,8.700509392484038e-05,-0.00018034724124969267,-0.00028831887889376975,0.0012306814165973633,14125.219803235392
4.7,0.28389321017683744,0.00026605001281809385,9.79172199934366e-05,-0.00020194554049459394,-0.00029143046308922546,0.001689701633743472,16096.491277993966
4.71,0.9796996935829317,0.0006592606672195787,0.00010719441253661381,-0.00021831708179047396,-0.00029051705395704365,0.0021051636707788324,17736.275023596543
4.72,1.0136688042152882,0.0009832363864339176,0.00011354571401281878,-0.0002283919318796461,-0.0002863210515070706,0.0024274385561799503,18921.37122131441
4.73,0.7934249113917654,0.001223908920685194,0.00011801305130286996,-0.0002314923828263462,-0.00027941080745444213,0.0026383134210057,19659.780473366576
4.74,0.8113961625210859,0.0013905734312566287,0.0001223029842345788,-0.00022733604172721345,-0.0002701583532257597,0.0027412625098428484,20011.427494204618
4.75,1.1163768967848322,0.0014798598851332196,0.00012656707181600153,-0.00021602533034120232,-0.00025873573182360563,0.0027333582503889227,19964.00193748106
4.76,1.4314204408615059,0.0014679344402047103,0.00012810452127090467,-0.00019806272274921176,-0.000245114642237996,0.0026021966775834015,19177.03250064794
4.7700000000000005,1.5238103726916057,0.0013289430442790997,0.0001236092018504326,-0.0001743691086174113,-0.0002290782990045976,0.0023363605850567743,17582.015945488172
4.78,1.3047391108218929,0.0010557240627279052,0.00011179855037408614,-0.0001462423912527037,-0.0002102685315472287,0.0019366886034609518,15183.984055913239
4.79,0.9796749022308427,0.0006648148075302106,9.289708234014721e-05,-0.00011524729383980376,-0.0001882677098609582,0.0014230393244284237,12102.088381718073
4.8,0.5672484480133434,0.00018781166017671762,6.80452390850764e-05,-8.306956672381887e-05,-0.00016269703380555423,0.0008276085613761857,8529.503803404643
4.8100000000000005,0.10907599926712619,-0.0003358399287007298,3.892651434680957e-05,-5.135941094065164e-05,-0.00013331553002964757,0.00018885440714383285,4696.978878010526
4.82,-0.303237902211889,-0.000863755062946649,7.5492452188745895e-06,-2.1583491054110053e-05,-0.00010010658507986334,-0.0004528480716522933,846.764005233769
4.83,-0.530810118712922,-0.001359734452590142,-2.4132554937302466e-05,5.096358255023442e-06,-6.334040911203295e-05,-0.001063178671730619,-2789.041931849784
4.84,-0.7225687479861765,-0.001799259864083207,-5.432458956112405e-05,2.790475677058537e-05,-2.3604442439953475e-05,-0.0016191724732534352,-6006.0946547958
4.8500000000000005,-1.0949646059855576,-0.002160060661524558,-8.1129956312829e-05,4.649437408090558e-05,1.819955483723939e-05,-0.0021008909629036954,-8677.505937401555
4.86,-1.270532003209482,-0.002416936127598373,-0.00010271137684782356,6.094866520050374e-05,6.089061968381073e-05,-0.0024857965965297403,-10718.328332827068
4.87,-1.0420276318699024,-0.0025602852997391847,-0.00011837363012132629,7.173273790773379e-05,0.00010307840763388566,-0.00276346035525224,-12135.245484030698
4.88,-0.4032957992431183,-0.0026158838158356337,-0.00012943880872191062,7.957804923019307e-05,0.00014326850916989892,-0.0029521517146770867,-13070.793454280783
4.89,0.18875044661077453,-0.002638748265649481,-0.00013860134880223964,8.531712741944519e-05,0.00017999028040209923,-0.003094890078118978,-13762.241427363935
4.9,0.3265442523107638,-0.0026800978229663875,-0.00014801487625190252,8.972032893415887e-05,0.00021191982483884938,-0.003233148822042368,-14416.359855436125
4.91,0.15346813805826348,-0.0027590636589878152,-0.00015794313771895583,9.33862837349026e-05,0.00023797233781376,-0.0033833594007747596,-15108.239661681884
4.92,-0.08670106026623538,-0.0028657466279531506,-0.00016725255230260318,9.669683781088807e-05,0.0002573563149376305,-0.003538228789558446,-15801.312893133749
4.93,-0.4751287419210139,-0.0029749616090526034,-0.0001743414509301512,9.981657151436111e-05,0.0002695961760919872,-0.003677218277086913,-16406.801009621246
4.94,-0.9169899684737904,-0.003050657076312985,-0.00017739207898962383,0.00010272250102129781,0.0002745291898403296,-0.003770151679052198,-16804.193686328872
4.95,-1.2005708076143062,-0.0030539471226724312,-0.00017474915280818606,0.0001052543254484995,0.0002722818506137983,-0.0037839804063872335,-16863.170211993205
4.96,-1.1451323860728706,-0.002960610060873647,-0.00016506983862119134,0.00010717423115563688,0.0002632321514797208,-0.003699821619324646,-16358.21748961768
4.97,-0.7039752339194219,-0.0027765917673123123,-0.00014842533427065788,0.00010821505095380286,0.0002479683160525521,-0.003524520685160822,-15306.411884634736
4.98,-0.11478519973970344,-0.0025389129606960582,-0.00012723409333897738,0.00010808870015284488,0.00022725651520590575,-0.003288112999967242,-13887.965773473255
4.99,0.6911010847796009,-0.0023066768609888502,-0.00010549906056520835,0.00010645759482096705,0.0002020170967615242,-0.0030373891326510687,-12383.622569576215
5.0,1.3707262526772008,-0.0021500207938904767,-8.80029641578536e-05,0.0001028929809349038,0.00017330011633274537,-0.0028275052730857408,-11124.31941218425
5.01,1.427726529400244,-0.002122358803708492,-7.858738477116282e-05,9.685232117409933e-05,0.0001422481866462954,-0.002700206046685727,-10360.524053784167
5.0200000000000005,0.8821110152197675,-0.0022276453182169774,-7.811463590337585e-05,8.771863289431222e-05,0.00011003205236162473,-0.0026583350958861974,-10109.298348986988
5.03,-0.13812898478023264,-0.0024123718930704518,-8.389767754775644e-05,7.49195171625816e-05,7.775640946495591e-05,-0.0026599735897576636,-10118.150857339662
5.04,-0.9278808094464908,-0.002590281369092938,-9.112009914492808e-05,5.809361250877212e-05,4.635463370498005e-05,-0.0026382626985407046,-9987.885510037908
5.05,-1.1909914291671142,-0.002688322734511568,-9.555098504612857e-05,3.7235186834780765e-05,1.650518221234992e-05,-0.0025378045169151754,-9385.136420284736
5.0600000000000005,-1.1843622216185141,-0.002672651971047956,-9.508547395561991e-05,1.2759530044337285e-05,-1.140465251684268e-05,-0.0023352218239067048,-8169.64026223391
5.07,-1.3015112767799042,-0.002533289971879678,-8.882736281589793e-05,-1.4509992175087224e-05,-3.726774065363829e-05,-0.0020271116275590337,-6320.979084147883
5.08,-1.6471721406865008,-0.00225535372516079,-7.536336535965113e-05,-4.3390878826805365e-05,-6.12172293712323e-05,-0.0016074564203531101,-3803.0478409123434
5.09,-1.7290009565266835,-0.0018162465013539463,-5.2632740429925184e-05,-7.240103778430008e-05,-8.357044326178803e-05,-0.0010652713040402984,-549.9371430354722
5.1000000000000005,-1.3507915264624308,-0.0012124767342607122,-1.9861197659758442e-05,-9.985041882668383e-05,-0.00010475192014031145,-0.00040440800240439876,3359.0612831557464
5.11,-0.5327165736885666,-0.00048112575075070395,2.047752672014317e-05,-0.00012400177554732948,-0.00012518671660170842,0.00034223372479331705,7548.406440602601
5.12,0.3157525767464194,0.0003066568858258312,6.316535355303011e-05,-0.00014329335397137894,-0.00014517431743891698,0.0011177452301119881,11520.53370045906
5.13,0.7140330854619317,0.0010787519116301596,0.00010332003080481895,-0.00015655119657083955,-0.00016477901232054946,0.0018635885527418117,14916.53862199916
5.14,0.43231903513371794,0.001802074386740581,0.0001393542164912198,-0.00016310312160327408,-0.00018377601259640173,0.0025491640904910227,17656.96582860767
5.15,0.5295928633253517,0.0024795127426701187,0.0001722944176780106,-0.0001627748280691599,-0.0002016617595424662,0.0031712245544311345,19832.77058325238
5.16,1.4881033882778099,0.003090602085361606,0.00020190543822814106,-0.0001558411749505548,-0.0002176979636892543,0.0037084834068436107,21490.35508439399
5.17,2.295761014903874,0.003566233613974002,0.0002257240374149047,-0.00014299386929791038,-0.00023096301529637494,0.004099871863819772,22585.660742651606
5.18,2.59280355822872,0.0038361512280959357,0.00024186889608346327,-0.00012529348417317164,-0.00024042047401678373,0.004281993451679307,23071.349106336427
5.19,1.4578628969996401,0.0038951035214790496,0.0002509370816900383,-0.00010405431372379905,-0.0002450201314050386,0.004248398029858727,22869.776575412947
5.2,0.09719846248128329,0.003827484914201291,0.0002548082164260078,-8.067796683252653e-05,-0.00024381906534185095,0.004078364650895422,21849.576301633115
5.21,-0.06692004043441727,0.003734291873631735,0.00025593465467507644,-5.6479849893616996e-05,-0.00023609858507599903,0.0038662094826920775,20576.64529241305
5.22,-0.16994422274309617,0.003660195123526375,0.00025597948709491603,-3.254695883726957e-05,-0.00022145595918791116,0.003653079474875328,19297.865245512552
5.23,-0.1809473685407598,0.00361402723776351,0.0002550778313561746,-9.660165169477558e-06,-0.0001998541514227043,0.0034499985846131362,18079.3799039394
5.24,-0.45556836512278803,0.00360454541350909,0.00025368658286179126,1.1735959588944556e-05,-0.00017163477885768529,0.003266909464574108,16980.845183705234
5.25,-1.398933853084072,0.003667573360849845,0.00025418915983812666,3.155973623308262e-05,-0.0001375111539588695,0.003133917489245422,16182.893331733118
5.26,-2.3049263777711793,0.0038774921184515057,0.00026159809885720843,5.013736066519381e-05,-9.85499008028052e-05,0.0031100241070609563,16039.533038626325
5.2700000000000005,-2.540617762081362,0.0043062970050775674,0.00027999604701842796,6.822062307890696e-05,-5.612412990752261e-05,0.003254763860394243,16657.756079789397
5.28,-2.1120471793835014,0.004974632438156544,0.000309623009743592,8.690075497607779e-05,-1.1811925994295639e-05,0.003589669818745197,17993.766635374603
5.29,-1.1575057499004935,0.005839997773750436,0.0003474193918859611,0.0001074167132045989,3.2753295337350736e-05,0.004084675932209957,19768.197827758795
5.3,0.48850863464345057,0.006799959587209037,0.00038771666640183294,0.00013090280113726687,7.605346274691126e-05,0.004659137038179397,21572.669654276484
5.3100000000000005,1.7456632242657046,0.0077145825673305204,0.0004243853105800056,0.00015813540409258007,0.00011684437331186133,0.005196868250586511,23054.075383997315
5.32,1.621865128474043,0.008481211334900929,0.0004549958397082722,0.00018937696975265526,0.00015425647732491193,0.005606145902471907,24068.89955461989
5.33,1.07601657558393,0.009087028194239045,0.00048183693889350767,0.00022437890113166146,0.00018781157135501925,0.005868529513270367,24675.0354051634
5.34,1.2046043605991876,0.009558364425271271,0.0005074533673887393,0.00026247715756242594,0.00021738333737696933,0.006004034520889987,24975.967514412565
5.3500000000000005,1.5934641555208777,0.009892210008354564,0.0005314112159686919,0.0003026735343540638,0.00024314684938681158,0.006014176249400122,24997.108202722622
5.36,0.9301913634611862,0.010082295649261415,0.00055095524408197,0.00034367937606553055,0.00026552890310534643,0.005905706965551166,24346.29249962889
5.37,-0.4973170020406745,0.010187731123319235,0.0005666328252346351,0.0003840080550170757,0.0002851288713393086,0.005738960017591565,23345.810811871284
5.38,-1.294358971702226,0.010316338088380993,0.0005836914852123088,0.00042218355558578405,0.0003025902818512517,0.005605862926843353,22547.228267382012
5.39,-1.3595279989385967,0.010545060867529158,0.0006060669463858805,0.0004569639198171237,0.0003184711227071941,0.005571653707452444,22341.972951036558
5.4,-0.939753387961916,0.010886222744135268,0.000632961199483126,0.0004874460293053407,0.0003331706570185817,0.005653342355229894,22579.96654166229
5.41,0.1520585017784826,0.011292748789027127,0.0006598108180680018,0.0005130384126454741,0.0003469190727451794,0.005821582896575968,23051.135883286464
5.42,1.590303258129529,0.011663231474420797,0.0006808819314451066,0.0005333634272992425,0.0003598042257364359,0.0059966529702899715,23519.812639404452
5.43,2.613132466941705,0.011872665318289849,0.0006911164905809455,0.0005481507470738761,0.0003718081762829275,0.0060727938281139515,23719.17755697778
5.44,2.608174196523904,0.011833990188427946,0.0006868545777347164,0.000557154800100274,0.000382837929510376,0.005977339881984627,23146.453880201843
5.45,0.5684086832911089,0.011572798099139843,0.0006685531612254429,0.0005601409595495999,0.0003927316554616683,0.005735665304687682,21696.40641642017
5.46,-0.9991633841080105,0.011230096521235305,0.0006436041423557217,0.0005570032629817321,0.000401217993424669,0.005463525085691662,20063.565102444045
5.47,-1.024123317391222,0.010935271589559908,0.0006199048702147306,0.0005479372044121547,0.0004078629455017541,0.005262733517096806,18858.81569087492
5.48,-1.2830268446623412,0.010734426531903665,0.0006006456785959637,0.0005335063183800619,0.00041206987239886955,0.005168027802154042,18290.581401218325
5.49,-1.445814299884383,0.010644369206954753,0.0005872353222427433,0.0005146007932845114,0.0004131318216190265,0.0051904846332281405,18381.361474867263
5.5,-0.9756165578938724,0.010667227355213298,0.0005793819327324637,0.0004923438000679043,0.0004103105523176102,0.005331896728788576,18932.146429631062
5.51,0.4184086074765765,0.010748246186184265,0.0005735950237777969,0.00046793168724305846,0.00040294200295309067,0.00554815881587806,19734.493366666175
5.5200000000000005,1.9250435314409184,0.010768312849533201,0.0005642181119758058,0.00044242230600617725,0.0003905555152710541,0.005738407489822267,20410.071721133012
5.53,2.7191154971222073,0.010598014317638084,0.000546128925401537,0.00041654195652081035,0.0003729722978013303,0.005789698870632844,20590.439072212386
5.54,3.1788215389086503,0.010149720149281734,0.0005148627453267426,0.00039055412133479355,0.00035036124079126994,0.0056289189624516315,19625.75962312511
5.55,3.217520839519589,0.009381370449277112,0.0004662950572185993,0.0003641872432267985,0.00032325084352693284,0.0052279311309767216,17219.832634275648
5.5600000000000005,2.921264182055964,0.008289060193512924,0.0003988430792263002,0.00033664784659955996,0.00029248775855340663,0.004588336929747563,13382.2674269007
5.57,1.4574315274732914,0.006925519961332605,0.0003147885238792051,0.0003067538843194512,0.0002591327798225801,0.003755089284456154,8382.78155515224
5.58,-0.4645552302550528,0.005421591145033536,0.00022121836145653058,0.0002731913214165244,0.00022430158751410412,0.0028342305716397634,2857.6292782538976
5.59,-1.1103203694694879,0.003927971685427274,0.00012679895617133838,0.0002348299484487927,0.00018898629612639344,0.0019457569627397853,-2416.219552796904
5.6000000000000005,-0.9681047782109035,0.0025229034819115813,3.6832132071049324e-05,0.0001909663636699348,0.00015391914587209368,0.0011487199721045011,-6902.7451301454
5.61,0.07696648795496618,0.0011904536969753288,-4.868624328830067e-05,0.00014140605783765064,0.00011951767886353598,0.0004263987206889392,-10645.318045534263
5.62,1.356300164896608,-0.00015615204415234671,-0.00013416851692139742,8.638879161259279e-05,8.590914913585913e-05,-0.00029341796992974294,-13984.410715415908
5.63,1.0922673068782736,-0.0015994337194312571,-0.0002230138836855023,2.6457822710541532e-05,5.299106763707712e-05,-0.001082599743414876,-17146.622022360156
5.64,0.08179757873655083,-0.003132032690418263,-0.0003127342310901376,-3.7591384384400984e-05,2.0471773616175014e-05,-0.001944558859728154,-20025.319755176282
5.65,-0.7256850209437646,-0.004675962534095317,-0.00039774725543182586,-0.00010467816653457021,-1.211162776802644e-05,-0.002823629155051396,-22421.62144838221
5.66,-1.7462954037439746,-0.00613961994240716,-0.0004737616968620922,-0.00017342485244478572,-4.5357312744691756e-05,-0.003646462039021509,-24254.986410768382
5.67,-2.8003071752137023,-0.007425144586386697,-0.000537965598886064,-0.00024220846534663836,-7.993063542818745e-05,-0.0043287676676074935,-25531.824888749194
5.68,-3.459608392668735,-0.008437614881694804,-0.0005888071001582629,-0.0003092558966400884,-0.00011647584604635435,-0.004785275047453863,-26287.975029350906
5.69,-3.585374921816264,-0.009114289338685173,-0.0006263945218939016,-0.0003727735140855875,-0.00015551640337390008,-0.004957425357012972,-26558.14443913432
5.7,-2.6259743873238106,-0.00945587041540396,-0.0006505149526833863,-0.00043107628991073113,-0.0001973630428217627,-0.004851634987906791,-25923.402224497233
5.71,-0.43403211756306825,-0.009561033208634592,-0.0006615645419099615,-0.0004826953631762555,-0.00024204215141146687,-0.0045703458052429305,-24235.66712851407
5.72,0.9188270076635856,-0.009595601869664119,-0.0006652932417191483,-0.0005265340802148561,-0.0002892215521545338,-0.004263825922945381,-22396.54783472878
5.73,1.6770605947650068,-0.009698716855530311,-0.0006695385149532657,-0.0005620640181791497,-0.00033814295720305563,-0.004047633090322615,-21099.39083899218
5.74,2.4351503920243114,-0.009958247896379316,-0.0006799933121720312,-0.0005894420645336861,-0.0003876111888471303,-0.003992880260389064,-20770.873859390875
5.75,2.7721441992405915,-0.010436286285532014,-0.0006993413606848317,-0.0006094959000983288,-0.00043605946080580674,-0.004154658087811732,-21284.369480503286
5.76,2.6210409082580983,-0.011161501019747411,-0.0007266195787359863,-0.0006235807200675016,-0.00048168394504162704,-0.004566717741904997,-22467.52191268392
5.7700000000000005,1.6836650109615179,-0.012108085993055108,-0.0007584767503842135,-0.0006333398978113268,-0.0005226257159902792,-0.005216093481986157,-24056.113081699674
5.78,0.11861868651322649,-0.01318345341862383,-0.0007894360131020676,-0.0006404151192955172,-0.0005571710557721521,-0.006030173541212777,-25682.430658065772
5.79,-1.259705619752213,-0.014249350786295235,-0.0008139585366383818,-0.0006461612551511333,-0.0005839371485403081,-0.006890745801107871,-27069.224813223176
5.8,-1.743146902028671,-0.015184399964937393,-0.0008298773514373856,-0.0006514572286450794,-0.000601998778590035,-0.007684399873716393,-28118.93330142438
5.8100000000000005,-1.8096149961145052,-0.01592790026971974,-0.0008388066772622386,-0.0006566617526189687,-0.0006109330262782159,-0.008344855027545818,-28861.13151486284
5.82,-1.6551177690310273,-0.016468629505455152,-0.0008434838546448855,-0.0006616711713995315,-0.0006107992892778828,-0.008851193970294872,-29364.028546591147
5.83,-1.5080529893038332,-0.016817271775993587,-0.0008457931637846233,-0.0006660125643040271,-0.0006020838734729372,-0.009207269210371872,-29688.511045840467
5.84,-1.124238234532256,-0.016996091683632773,-0.0008466972727380438,-0.0006689452625499524,-0.0005856238048434758,-0.009431532859159474,-29882.111820797156
5.8500000000000005,-0.06092350819112845,-0.017056360124644118,-0.0008474459672569584,-0.0006695805664357401,-0.0005625110178582078,-0.009570024939060855,-29997.72978811252
5.86,0.8168800096031742,-0.017084790380819365,-0.0008497227138068919,-0.000667022859937413,-0.000533981526010467,-0.009702172821702186,-30104.67286463758
5.87,1.1950001907999066,-0.01716335304381539,-0.00085386361470365,-0.0006604933758023005,-0.0005013105489111725,-0.009906949901913749,-30262.911074714993
5.88,1.319006533949116,-0.01733801314524822,-0.0008585009941138814,-0.0006494015440424755,-0.0004657317861621372,-0.01023292957770164,-30497.765107798383
5.89,0.5537445985304618,-0.017607265419546554,-0.0008611142368533938,-0.0006333670125991826,-0.000428382341140129,-0.010684956493412815,-30795.275697453144
5.9,-0.9755421838376053,-0.01789968852060661,-0.0008577356918569406,-0.0006121948478470759,-0.00039027334363553844,-0.011202954540584212,-31105.212081807105
5.91,-1.9825445934761596,-0.018096543719394967,-0.0008447464759274283,-0.0005858264745527325,-0.00035227726030290517,-0.01167828296057593,-31367.505781775904
5.92,-2.388713710426394,-0.0181011629315945,-0.000821495719041132,-0.0005543255076990661,-0.00031510878286632394,-0.01201381489701102,-31542.941653067828
5.93,-2.651534271327576,-0.017863492635215313,-0.0007894596477222089,-0.0005179104715419587,-0.00027929574033276963,-0.012151495540666338,-31613.52258826383
5.94,-2.6933324909496403,-0.01736103650416649,-0.0007481325516285315,-0.00047695963057123574,-0.0002451699400704371,-0.012068092863993754,-31113.10652822833
5.95,-2.616082637840297,-0.016588722017584812,-0.0006929088464958508,-0.000431917720213916,-0.0002129037673666039,-0.011772892814909878,-29341.906233725065
5.96,-2.4451958478907767,-0.015555103706893347,-0.0006204863044295273,-0.00038317443158415395,-0.00018256193817194557,-0.01128470207982509,-26412.761823216326
5.97,-2.284582594246941,-0.014275940127795771,-0.0005312697365218447,-0.0003310218549047901,-0.00015412389289614479,-0.010616844384233765,-22405.61564966839
5.98,-2.0946510876226463,-0.012769351769727759,-0.000426362180215569,-0.0002756644886589371,-0.0001274866448542928,-0.009783103840304083,-17403.1723860903
5.99,-1.8382539660477255,-0.011056137488051163,-0.00030712387779879114,-0.00021723398010871093,-0.0001024671352900336,-0.008799567512540034,-11501.954419506013
6.0,-0.3832296788622766,-0.009190901426911645,-0.0001770119519010066,-0.00015583387037751967,-7.879492911971836e-05,-0.007708994721877964,-4958.517675533588
6.01,1.923085014625887,-0.0073107994362110315,-4.503177662182763e-05,-9.16763928622615e-05,-5.607385331406798e-05,-0.006616784154137666,1490.3536901831994
6.0200000000000005,3.086225838856212,-0.005596498168762698,7.568155880449505e-05,-2.5311379126660847e-05,-3.371791024889072e-05,-0.005656446338706895,6755.88225887953
6.03,3.4374449239011633,-0.004172096165113168,0.00017595129051837117,4.220396857040184e-05,-1.0924913245742844e-05,-0.004918125410148077,10435.520504990218
6.04,3.059401595895907,-0.0030741175589915196,0.0002543911769114738,0.00010933820023484971,1.325676734821053e-05,-0.004431267679171842,12673.273309800745
6.05,2.4465395391740006,-0.002276559820967788,0.0003140620890024681,0.00017428542026212346,3.978881208578466e-05,-0.0041778505778291425,13781.028306739281
6.0600000000000005,1.9246220784554056,-0.001726046709494654,0.00035864265687890934,0.00023520925371498685,6.948777404885373e-05,-0.004114069574208554,14051.52406580084
6.07,1.640299977887428,-0.0013742750811012142,0.0003898218877620275,0.00029043899904228793,0.00010289832323212743,-0.0041936482372324085,13574.052087657712
6.08,1.5614436451627172,-0.0011927349478782238,0.0004074075940394036,0.0003385857629260182,0.00014021301023330293,-0.004383077869793633,12437.474292290368
6.09,0.8140116501664761,-0.001152930765548539,0.00041211568898440106,0.0003786172916552593,0.0001812266998734061,-0.004651985615395578,10824.027818678696
6.1000000000000005,-0.23757998951232306,-0.0011910176262073895,0.00040770082951459963,0.0004099462396316823,0.0002253069561578861,-0.004945652117302394,9062.028807237799
6.11,-0.8772940555088734,-0.001222085774098455,0.00039965304210659336,0.00043252493863945484,0.00027138514806381573,-0.005194913037813965,7566.463284168374
6.12,-1.0640497899305668,-0.001186009568402298,0.00039232204465000783,0.00044688368242048603,0.00031799301716083935,-0.005351925047635098,6624.391225241585
6.13,-0.9905409518514542,-0.0010623884009157917,0.00038793875838405683,0.0004540736644089986,0.0003633568527079063,-0.005401717792719254,6325.634754736644
6.140000000000001,-0.8444703053430292,-0.0008570121480328632,0.0003872397941027721,0.000455531336587486,0.00040553652357791053,-0.00535091970339827,6606.059909190305
6.15,-0.9691187445113438,-0.0005788611886126222,0.000390701342441807,0.0004529076852147803,0.0004425844046651459,-0.005209157544970862,7375.389430967854
6.16,-1.0406814614514694,-0.00022616960096868434,0.00039937636576224954,0.0004479039415914956,0.00047269987880322283,-0.004978098271133769,8593.564210564904
6.17,-0.8663090073982349,0.0002012993344763068,0.00041401409519793616,0.000442123714742285,0.0004943681442958905,-0.004660522100773695,10194.911927887311
6.18,-0.24950512569417682,0.0006797617880764197,0.00043360912180589203,0.0004369237678383857,0.0005064835301381244,-0.004277497323140228,12012.298060107027
6.19,0.645670932076497,0.0011510213425663825,0.0004550268564437876,0.00043325786196256766,0.0005084532807167625,-0.003877235454276842,13780.673993511251
6.2,0.8410763692420443,0.0015502979696686385,0.0004749806848164259,0.0004315521794006896,0.0005002619386847408,-0.003514163320778044,15274.269503081
6.21,0.5239206019673871,0.0018545045558903193,0.0004926909432753615,0.0004316776571196693,0.00048246915527960083,-0.0032101113645383547,16446.945776480745
6.22,-0.01206540565197339,0.0020898281759849533,0.0005096550053305285,0.0004330364865332418,0.0004561367803873479,-0.0029459536041190723,17407.189376737468
6.23,-0.48845409366885484,0.0023052054790680026,0.0005277319428680001,0.00043471398313942283,0.00042271018096347746,-0.002681356506027239,18311.7083844018
6.24,-0.508230155230255,0.0025409656115892147,0.000547558638783721,0.0004356365773893089,0.00038388410087940804,-0.0023805199297995618,19268.94321516981
6.25,-0.33523857948837826,0.0028084900346581104,0.0005679386498972211,0.00043469950074932415,0.0003414741110207774,-0.0020303141073442516,20291.770850236793
6.26,-0.319255594796596,0.0031021105386937107,0.0005869911694850556,0.00043086523007997005,0.00029729912812188084,-0.0016324493609791528,21343.500710821263
6.2700000000000005,-0.28233383413043894,0.003418611904074571,0.0006033072901655896,0.0004232532906171354,0.00025307220377000496,-0.0011880661203152564,22392.094530655162
6.28,-0.1683538575065864,0.0037555429934587213,0.0006157518931733276,0.0004112200334004439,0.00021030482636550475,-0.0006986533171226732,23409.52718415824
6.29,-0.10867537101736786,0.004107144718327444,0.0006233271681029628,0.0003944142362388132,0.00017023398553941168,-0.00016956668524483232,24367.974519152587
6.3,-0.2426760998477392,0.004472924208729429,0.0006256980206120037,0.0003728100637933262,0.00013377388973160163,0.00039670910183647553,25253.82111331268
