time_s,iso1_disp_m,iso1_force_N,iso1_z_m,iso2_disp_m,iso2_force_N,iso2_z_m,iso3_disp_m,iso3_force_N,iso3_z_m
1.31,0.0004894784708705213,972.7830253221708,0.0004862290411763783,0.0005281490807637835,1048.7619224368652,0.0005241826391370984,0.0004894784708705213,972.7830253221708,0.0004862290411763783
1.32,0.00046932802561269526,932.4821348065188,0.0004660785959185523,0.0005061951996814184,1004.8541602721351,0.0005022287580547333,0.00046932802561269526,932.4821348065188,0.0004660785959185523
1.33,0.0004510503873548703,895.9268582908688,0.0004478009576607273,0.00048610054949979994,964.6648599088983,0.0004821341078731149,0.0004510503873548703,895.9268582908688,0.0004478009576607273
1.34,0.0004387210349936423,871.2681535684129,0.0004354716052994993,0.0004720860012788619,936.6357634670221,0.00046811955965217684,0.0004387210349936423,871.2681535684129,0.0004354716052994993
1.35,0.00042921278063022723,852.2516448415827,0.00042596335093608413,0.0004609538326266232,914.3714261625447,0.0004569873909999381,0.00042921278063022723,852.2516448415827,0.00042596335093608413
1.36,0.00041831037744925655,830.4468384796414,0.00041506094775511357,0.0004483848784809754,889.2335178712491,0.0004444184368542903,0.00041831037744925655,830.4468384796414,0.00041506094775511357
1.37,0.0004047306504216082,803.2873844243446,0.0004014812207274652,0.0004330789571156989,858.6216751406962,0.00042911251548901383,0.00040473065042160813,803.2873844243445,0.00040148122072746514
1.3800000000000001,0.00038824196750329303,770.3100185877144,0.00038499253780915004,0.0004148138685780215,822.0914980653413,0.0004108474269513364,0.00038824196750329303,770.3100185877144,0.00038499253780915004
1.3900000000000001,0.00036648470339614725,726.7954903734228,0.00036323527370200426,0.000391163694968796,774.7911508468903,0.00038719725334211095,0.00036648470339614725,726.7954903734228,0.00036323527370200426
1.4000000000000001,0.00033723848364979525,668.3030508807188,0.00033398905395565226,0.0003598334272045845,712.1306153184673,0.0003558669855778994,0.0003372384836497953,668.303050880719,0.0003339890539556523
1.41,0.0003052994109919942,604.4249055651168,0.0003020499812978513,0.00032575546516843096,643.9746912461603,0.00032178902354174587,0.00030529941099199427,604.4249055651168,0.0003020499812978513
