time_s,u_iso_1_m,f_iso_1_N,z_iso_1_m,u_iso_2_m,f_iso_2_N,z_iso_2_m,u_iso_3_m,f_iso_3_N,z_iso_3_m
5.07,-0.00201047096015463,-2112.39630189138,-0.00100597326625048,-0.00206039289697482,-2096.18616731075,-0.000994814146112244,-0.00201047096015463,-2112.39630189138,-0.00100597326625048
5.08,-0.0015894315260558,-1270.31743369372,-0.000584933832151654,-0.0016435061285657,-1262.4126304925,-0.000577927377703122,-0.0015894315260558,-1270.31743369372,-0.000584933832151655
5.09,-0.00104698870559787,-185.431792777863,-4.24910116937239e-05,-0.00110183640715635,-179.073187673804,-3.62576562937731e-05,-0.00104698870559787,-185.431792777861,-4.24910116937232e-05
5.1,-0.000387380973613713,1115.28992729698,0.000607383170872814,-0.000438461968654884,1128.48178243671,0.000617014725948524,-0.000387380973613712,1115.28992729698,0.000607383170872814
5.11,0.000356491026473621,2507.35870274974,0.00130089978952757,0.000313719218332065,2533.68937373812,0.00131700918521311,0.000356491026473622,2507.35870274974,0.00130089978952757
5.12,0.00112807527038413,3826.49959347031,0.00195457477180626,0.00109708526416403,3867.53484360659,0.00197780332483694,0.00112807527038413,3826.49959347031,0.00195457477180626
5.13,0.00186922691326804,4954.19144309486,0.00250908881672003,0.00185231194953594,5008.156028627,0.00253838149140706,0.00186922691326804,4954.19144309486,0.00250908881672003
5.14,0.00254944114708926,5864.07038270316,0.00295217171999697,0.00254861009155977,5928.82531259375,0.00298629700180935,0.00254944114708926,5864.07038270316,0.00295217171999696
5.15,0.00316533269149471,6586.17521068732,0.00329981154817782,0.00318300838526703,6660.4203681747,0.00333795764718316,0.00316533269149471,6586.17521068732,0.00329981154817782
5.16,0.00369574507560385,7135.77734688869,0.00356115938912016,0.00373396015969457,7218.80055764771,0.00360284449562013,0.00369574507560386,7135.77734688869,0.00356115938912016
5.17,0.0040801818107967,7497.83208479854,0.0037314810019573,0.00413925204097619,7589.99670721409,0.00377687973848235,0.0040801818107967,7497.83208479854,0.0037314810019573
5.18,0.00425588964889425,7655.86942747587,0.00380541076978234,0.00433420031414842,7759.60968810571,0.0038558892929952,0.00425588964889425,7655.86942747587,0.00380541076978234
5.19,0.00421706062257847,7578.21137484432,0.00376658174346656,0.00431107186637797,7713.35279256482,0.00383276084522475,0.00421706062257847,7578.21137484432,0.00376658174346656
5.2,0.00404297003136258,7230.03019241254,0.00359249115225067,0.00414915355061634,7389.51616104156,0.00367084252946312,0.00404297003136258,7230.03019241254,0.00359249115225067
5.21,0.00382740247783228,6798.89508535193,0.00337692359872037,0.00394382321118849,6978.85548218585,0.00346551219003526,0.00382740247783228,6798.89508535193,0.00337692359872037
5.22,0.00361139239972731,6366.87492914199,0.0031609135206154,0.00373645331005588,6564.11567992064,0.00325814228890266,0.0036113923997273,6366.87492914198,0.0031609135206154
5.23,0.00340605161470899,5956.19335910536,0.00295557273559709,0.00353789216861034,6166.99339702955,0.00305958114745712,0.00340605161470899,5956.19335910536,0.00295557273559708
5.24,0.00322131024264226,5586.7106149719,0.00277083136353036,0.00335810752049644,5807.42410080177,0.00287979649934322,0.00322131024264226,5586.7106149719,0.00277083136353036
5.25,0.00308693648318387,5317.96309605511,0.00263645760407196,0.00322787909252407,5546.96724485702,0.00274956807137085,0.00308693648318387,5317.96309605511,0.00263645760407196
5.26,0.00306116989432058,5266.42991832852,0.00261069101520867,0.00320773211382604,5506.67328746096,0.00272942109267282,0.00306116989432058,5266.42991832852,0.00261069101520867
5.27,0.00320261176138067,5470.33472467815,0.00271056502554741,0.00335906746742815,5717.08647362721,0.00283219985625495,0.00320261176138067,5470.33472467815,0.00271056502554741
5.28,0.00353222402961932,5914.91296328918,0.00292720555806697,0.00370456077083433,6163.94051554968,0.00304920233603486,0.00353222402961932,5914.91296328918,0.00292720555806697
5.29,0.00401995559653515,6507.60017671831,0.00321347611424463,0.00421411614495927,6752.99747529686,0.00333241361094786,0.00401995559653515,6507.60017671831,0.00321347611424463
5.3,0.00458569129134491,7111.85155086669,0.00350172759038537,0.00480602811892094,7348.96658874534,0.00361492830360697,0.00458569129134491,7111.85155086669,0.00350172759038537
5.31,0.00511411724939723,7608.38284138391,0.00373524795602326,0.00536236986244663,7837.30974466132,0.00384266987285087,0.00511411724939723,7608.38284138391,0.00373524795602326
5.32,0.00551408978013535,7947.68651622653,0.00389277765169105,0.00579025777487637,8173.52656982366,0.00399710568017686,0.00551408978013535,7947.68651622653,0.00389277765169105
5.33,0.0057671053946649,8148.34323070341,0.00398506983749311,0.00607137739504802,8378.34899696469,0.00409011118813678,0.0057671053946649,8148.3432307034,0.00398506983749311
5.34,0.00589298829912421,8244.79186679153,0.00402920686151532,0.006226126624007,8486.38384116681,0.00413882693619269,0.00589298829912421,8244.79186679153,0.00402920686151532
5.35,0.00589350131536704,8245.18487173882,0.00402938670536953,0.00625552578230599,8506.73852363041,0.00414799260284201,0.00589350131536704,8245.18487173881,0.00402938670536953
5.36,0.0057764974918324,8011.17722466952,0.00391238288183489,0.00616412558506787,8323.93812915418,0.00405659240560389,0.0057764974918324,8011.17722466953,0.00391238288183489
5.37,0.00560244353385979,7663.06930872431,0.00373832892386228,0.00601199266940799,8019.67229783442,0.00390445948994401,0.00560244353385979,7663.06930872431,0.00373832892386228
5.38,0.00546220433521293,7382.59091143058,0.00359808972521542,0.0058931797997677,7782.04655855383,0.00378564662030371,0.00546220433521292,7382.59091143058,0.00359808972521541
5.39,0.00542060461292335,7299.39146685143,0.00355649000292584,0.00587375158992199,7743.19013886242,0.00376621841045801,0.00542060461292335,7299.39146685144,0.00355649000292584
5.4,0.00549432313831817,7374.53466543387,0.00359215913242213,0.0059713803425563,7830.89719661791,0.0038072416644012,0.00549432313831817,7374.53466543388,0.00359215913242214
5.41,0.00565441291460345,7531.18154340653,0.00366617907997168,0.00615592238069178,7988.77275150951,0.00388062132286333,0.00565441291460345,7531.18154340654,0.00366617907997168
5.42,0.00582252432687442,7688.67118986738,0.00374022039851576,0.00634490991229847,8142.47032825778,0.00395156807211996,0.00582252432687442,7688.67118986739,0.00374022039851576
5.43,0.00589423682246318,7754.58695352152,0.00377113856382905,0.00642990739123559,8210.00362741433,0.0039826383622583,0.00589423682246319,7754.58695352152,0.00377113856382905
5.44,0.00579787889680502,7561.8711022052,0.00367478063817089,0.00633626138470676,8022.71161435667,0.00388899235572947,0.00579787889680502,7561.8711022052,0.00367478063817089
5.45,0.00555853929798731,7083.19190456978,0.00343544103935318,0.00608991698546781,7530.02281587878,0.00364264795649053,0.00555853929798731,7083.19190456978,0.00343544103935318
5.46,0.00529055166128629,6547.21663116774,0.00316745340265216,0.00580947163898502,6969.13212291319,0.00336220261000773,0.0052905516612863,6547.21663116774,0.00316745340265216
5.47,0.00509456103721692,6155.23538302898,0.00297146277858279,0.00559907820729716,6548.34525953746,0.00315180917831987,0.00509456103721692,6155.23538302899,0.00297146277858279
5.48,0.00500475735034248,5975.62800928011,0.00288165909170835,0.00549456846517741,6339.32577529798,0.00304729943620013,0.00500475735034248,5975.62800928011,0.00288165909170835
5.49,0.00503199599711422,6012.69861511409,0.00289973632389614,0.00550746169341777,6355.96467312387,0.00305537815988531,0.00503199599711422,6012.6986151141,0.00289973632389615
5.5,0.00517779551152102,6205.0168664778,0.00299328279753984,0.00564009874646921,6522.11285157323,0.00313584367206648,0.00517779551152102,6205.01686647781,0.00299328279753984
5.51,0.00539808023066673,6481.84385103288,0.00312738727787695,0.00584831555467928,6770.80579200802,0.00325577591396847,0.00539808023066673,6481.84385103288,0.00312738727787695
5.52,0.0055927110880446,6715.79900946332,0.00324027784245203,0.00602979954021859,6978.47345639157,0.00335552289598406,0.0055927110880446,6715.79900946332,0.00324027784245203
5.53,0.00564958469836464,6783.24855901501,0.0032727842574624,0.00606992634152761,7023.94157114584,0.00337734154578583,0.00564958469836464,6783.24855901501,0.00327278425746239
5.54,0.00549594145921994,6475.96208072561,0.00311914101831769,0.00589487360453602,6673.83609716266,0.00320228880879424,0.00549594145921993,6475.9620807256,0.00311914101831769
5.55,0.00510403305366257,5692.14526961086,0.00272723261276032,0.00547572703927323,5835.54296663708,0.00278314224353145,0.00510403305366257,5692.14526961087,0.00272723261276032
5.56,0.00447597853055695,4436.03622339964,0.00209917808965471,0.00481305349214506,4510.19587238074,0.00212046869640328,0.00447597853055695,4436.03622339964,0.00209917808965471
5.57,0.00365668322292155,2797.44560812882,0.0012798827820193,0.00395190116454458,2787.89121717978,0.0012593163688028,0.00365668322292155,2797.44560812883,0.0012798827820193
5.58,0.00275150895222512,987.097066735972,0.000374708511322874,0.00299967355842214,883.436004934895,0.000307088762680359,0.00275150895222512,987.097066735982,0.000374708511322879
5.59,0.0018796801307309,-740.730355267357,-0.000488788614916025,0.00207791037638444,-934.758010685425,-0.000601341604380984,0.0018796801307309,-740.730355267348,-0.00048878861491602
5.6,0.00110005375161203,-2211.52424612216,-0.0012218576954123,0.00124605216054151,-2479.69587409197,-0.00137068478428743,0.00110005375161203,-2211.52424612215,-0.00122185769541229
5.61,0.000396238712737413,-3439.77463058505,-0.00183126236939937,0.000486718473897851,-3765.76811355975,-0.00200759997944713,0.000396238712737413,-3439.77463058505,-0.00183126236939936
5.62,-0.000303252682442486,-4539.3552087372,-0.00237317365289103,-0.000273748809994808,-4905.69971560234,-0.00256753938663309,-0.000303252682442486,-4539.3552087372,-0.00237317365289103
5.63,-0.0010696635166096,-5587.53658192367,-0.00288451064750669,-0.00110847246333934,-5971.54837246996,-0.00308457954007159,-0.0010696635166096,-5587.53658192367,-0.00288451064750669
5.64,-0.00190668594091373,-6549.140319332,-0.00334656406591612,-0.00202030496557764,-6927.03872907495,-0.00353947801711431,-0.00190668594091373,-6549.140319332,-0.00334656406591612
5.65,-0.00275979097961956,-7355.25824890388,-0.00372593639523259,-0.00295130577830669,-7711.10465257965,-0.00390314424986789,-0.00275979097961956,-7355.25824890388,-0.00372593639523259
5.66,-0.00355702548928097,-7975.28730174921,-0.00401030776464269,-0.00382533541882552,-8304.41158210508,-0.00416940949485396,-0.00355702548928097,-7975.2873017492,-0.00401030776464269
5.67,-0.00421546279189184,-8408.00503985618,-0.00420339934771947,-0.00455537771197017,-8715.81463769241,-0.00434751414026073,-0.00421546279189185,-8408.00503985618,-0.00420339934771947
5.68,-0.00465098597579307,-8662.86915359986,-0.00431461608211608,-0.00505385350122032,-8962.23658658952,-0.00445097433498289,-0.00465098597579307,-8662.86915359986,-0.00431461608211608
5.69,-0.00480582512945286,-8749.65237137708,-0.00435214203075358,-0.00526062540236475,-9058.83920996976,-0.00449093508933331,-0.00480582512945287,-8749.65237137708,-0.00435214203075358
5.7,-0.00468781667813441,-8513.63546874017,-0.00423413357943512,-0.00517927101233858,-8896.13042991742,-0.00440958069930714,-0.00468781667813441,-8513.63546874017,-0.00423413357943512
5.71,-0.00439910934066653,-7936.22079380443,-0.00394542624196725,-0.00491281877001398,-8363.22594526822,-0.00414312845698254,-0.00439910934066654,-7936.22079380442,-0.00394542624196725
5.72,-0.00408775345503532,-7313.509022542,-0.00363407035633604,-0.00461597098944665,-7769.53038413356,-0.00384628067641521,-0.00408775345503532,-7313.509022542,-0.00363407035633603
5.73,-0.00386803974419786,-6874.08160086707,-0.00341435664549857,-0.00440681992065196,-7351.22824654418,-0.00363712960762052,-0.00386803974419786,-6874.08160086706,-0.00341435664549857
5.74,-0.0038102015229635,-6758.40515839835,-0.00335651842426421,-0.0043582378701596,-7254.06414555947,-0.00358854755712816,-0.0038102015229635,-6758.40515839835,-0.00335651842426421
5.75,-0.00396826814566341,-6932.39921748363,-0.00343977494890384,-0.00452743760179637,-7419.57110806747,-0.00366675123573044,-0.00396826814566341,-6932.39921748363,-0.00343977494890384
5.76,-0.0043751792010632,-7338.27808244233,-0.00363197903280842,-0.00494979432122864,-7790.96568428765,-0.00383999276429725,-0.0043751792010632,-7338.27808244232,-0.00363197903280842
5.77,-0.00501800030095525,-7886.00854613227,-0.00388642553475618,-0.00561227979688821,-8284.09624306692,-0.0040646675070411,-0.00501800030095525,-7886.00854613227,-0.00388642553475618
5.78,-0.00582488600603331,-8448.67348228813,-0.0041400973061499,-0.00644074866726728,-8785.0839469787,-0.00428474162118525,-0.00582488600603331,-8448.67348228813,-0.00414009730614989
5.79,-0.0066787605419443,-8929.46918279935,-0.00434820690979206,-0.00731471640100966,-9210.28665435701,-0.0044625342180295,-0.00667876054194431,-8929.46918279935,-0.00434820690979206
5.8,-0.00746694148172258,-9293.67664640631,-0.00449841184117582,-0.00811931675064232,-9531.58017482854,-0.00458928868408648,-0.00746694148172258,-9293.67664640631,-0.00449841184117582
5.81,-0.00812314759463498,-9551.0982070129,-0.00459935970923653,-0.00878826999699007,-9758.93523949459,-0.00467374117883978,-0.00812314759463498,-9551.0982070129,-0.00459935970923653
5.82,-0.00862609402169055,-9725.30441802223,-0.00466457632413325,-0.00930139398345396,-9913.41983227221,-0.00472804233364569,-0.00862609402169055,-9725.30441802222,-0.00466457632413325
5.83,-0.00897932476041966,-9837.47935754016,-0.00470502467447273,-0.00966315823961038,-10013.5524431183,-0.00476170348376699,-0.00897932476041966,-9837.47935754016,-0.00470502467447273
5.84,-0.00920116851019963,-9904.20164602184,-0.00472846568157993,-0.00989226169950531,-10073.708636863,-0.00478130656153287,-0.00920116851019962,-9904.20164602183,-0.00472846568157993
5.85,-0.0093375654053155,-9943.879323234,-0.00474216988563287,-0.0100349441603768,-10109.9712483222,-0.00479288254330766,-0.0093375654053155,-9943.879323234,-0.00474216988563287
5.86,-0.00946778305642096,-9980.5877789168,-0.00475463656488142,-0.0101709522394197,-10143.4973384975,-0.00480336953397662,-0.00946778305642096,-9980.58777891679,-0.00475463656488142
5.87,-0.00967080263538312,-10035.1671370571,-0.00477267730185201,-0.010379244238973,-10192.5768083877,-0.00481823809710019,-0.00967080263538312,-10035.1671370571,-0.00477267730185201
5.88,-0.00999547445463105,-10116.3909036938,-0.0047983386622267,-0.0107078398603682,-10264.9833579373,-0.00483905230100026,-0.00999547445463105,-10116.3909036938,-0.0047983386622267
5.89,-0.0104471519852814,-10219.3381393205,-0.0048287489162065,-0.0111605655944829,-10356.5994781645,-0.00486344364142957,-0.0104471519852814,-10219.3381393205,-0.0048287489162065
5.9,-0.0109665439661153,-10326.5879530511,-0.00485785976654714,-0.0116757757727613,-10452.0362262509,-0.00488655718367095,-0.0109665439661153,-10326.5879530511,-0.00485785976654714
5.91,-0.0114457836214864,-10417.5182398048,-0.00488049467245063,-0.0121432817082754,-10532.4693437654,-0.00490428482786203,-0.0114457836214865,-10417.5182398048,-0.00488049467245063
5.92,-0.0117880416094611,-10478.8326431653,-0.00489475183274692,-0.0124653615271116,-10585.2764019354,-0.00491512644696012,-0.0117880416094611,-10478.8326431653,-0.00489475183274692
5.93,-0.0119351181289369,-10504.5466658517,-0.00490054465945159,-0.0125842502567632,-10604.429263165,-0.00491894959867823,-0.0119351181289369,-10504.5466658517,-0.00490054465945159
5.94,-0.0118627016718647,-10359.7137517073,-0.00482812820237941,-0.0124788750900256,-10393.6789296898,-0.00481357443194063,-0.0118627016718647,-10359.7137517074,-0.00482812820237941
5.95,-0.0115801466708974,-9794.60374977272,-0.00454557320141209,-0.0121583850658808,-9752.69888140013,-0.00449308440779582,-0.0115801466708974,-9794.60374977272,-0.00454557320141209
5.96,-0.0111073669252428,-8849.04425846342,-0.00407279345575745,-0.0116393723724494,-8714.67349453741,-0.00397407171436446,-0.0111073669252428,-8849.04425846341,-0.00407279345575744
5.97,-0.010457712573877,-7549.73555573199,-0.00342313910439173,-0.0109351079973021,-7306.1447442428,-0.00326980733921715,-0.010457712573877,-7549.73555573198,-0.00342313910439172
5.98,-0.00964480793382648,-5923.92627563086,-0.00261023446434117,-0.0100596956580071,-5555.32006565286,-0.00239439499992218,-0.00964480793382647,-5923.92627563084,-0.00261023446434115
5.99,-0.008684535679326,-4003.3817666299,-0.00164996220984068,-0.0090296312017108,-3495.19115306021,-0.00136433054362586,-0.00868453567932599,-4003.38176662988,-0.00164996220984067
6,-0.0076191709598633,-1872.65232770451,-0.000584597490377987,-0.00788864229182318,-1213.21333328498,-0.000223341633738243,-0.0076191709598633,-1872.6523277045,-0.000584597490377982
6.01,-0.00655369182003609,240.310737868283,0.000471410484143101,-0.00674296896560481,1009.73173872944,0.000886330860678907,-0.00655369182003609,240.310737868289,0.000471410484143104
6.02,-0.00562097234598899,1978.95936212237,0.00133739820880067,-0.00572739451673408,2797.96302780274,0.00177405393656639,-0.005620972345989,1978.95936212237,0.00133739820880067
6.03,-0.00490950488677085,3198.05831497308,0.00194158358086851,-0.00493536662458851,4039.40345187101,0.00238575795491046,-0.00490950488677085,3198.05831497309,0.00194158358086851
6.04,-0.00444690642855396,3936.33267942627,0.0023058017485693,-0.00439999037668662,4800.60752026265,0.00275821397785859,-0.00444690642855396,3936.33267942628,0.0023058017485693
6.05,-0.0042140419572968,4293.09805361674,0.00248131697334022,-0.00410546805154925,5194.83173755633,0.00295019923300593,-0.0042140419572968,4293.09805361675,0.00248131697334023
6.06,-0.00416665142985438,4365.06684424572,0.00251670104591113,-0.00400890616819959,5321.38982103584,0.00301172654623989,-0.00416665142985438,4365.06684424573,0.00251670104591114
6.07,-0.00425818437340808,4182.00095713831,0.00242516810235743,-0.00406457630793089,5210.04954157324,0.00295605640650859,-0.00425818437340808,4182.00095713832,0.00242516810235743
6.08,-0.00445553569622288,3787.29831150872,0.00222781677954263,-0.00423816254912882,4862.87705917737,0.00278247016531066,-0.00445553569622288,3787.29831150872,0.00222781677954264
6.09,-0.00472910381461484,3240.1620747248,0.00195424866115067,-0.00449774956267747,4343.70303208008,0.00252288315176201,-0.00472910381461484,3240.1620747248,0.00195424866115068
6.1,-0.00502474830424323,2648.87309546803,0.00165860417152229,-0.00478746010274726,3764.2819519405,0.00223317261169222,-0.00502474830424323,2648.87309546803,0.00165860417152229
6.11,-0.00527409796756508,2150.17376882432,0.00140925450820043,-0.00503654354744834,3266.11506253833,0.00198408916699114,-0.00527409796756508,2150.17376882432,0.00140925450820044
6.12,-0.00543003787286286,1838.29395822877,0.00125331460290266,-0.00519569977215919,2947.80261311664,0.00182493294228029,-0.00543003787286286,1838.29395822877,0.00125331460290266
6.13,-0.00547813565416247,1742.09839562954,0.00120521682160305,-0.00524888244729016,2841.43726285469,0.00177175026714932,-0.00547813565416247,1742.09839562954,0.00120521682160305
6.14,-0.00542551458914735,1841.04644918721,0.0012545252147905,-0.00520173031065372,2923.96631165337,0.00181270491722039,-0.00542551458914735,1841.04644918721,0.0012545252147905
6.15,-0.00528243225814366,2106.30350980833,0.00138660354506457,-0.00506260851318653,3162.78169608468,0.00193107502494912,-0.00528243225814366,2106.30350980833,0.00138660354506458
6.16,-0.00505124045328634,2524.02691971432,0.00159428998160155,-0.00483181438557523,3545.5095367029,0.0021203636711897,-0.00505124045328634,2524.02691971432,0.00159428998160155
6.17,-0.0047352628971119,3072.34317056119,0.00186624708435388,-0.00451104099085641,4050.2247842709,0.0023691204649245,-0.0047352628971119,3072.34317056119,0.00186624708435389
6.18,-0.00435576180486117,3695.0293457447,0.00217400290854253,-0.00412096876761643,4622.23872359573,0.00264965031597756,-0.00435576180486117,3695.0293457447,0.00217400290854254
6.19,-0.003960581194743,4301.7798260659,0.00247254628712642,-0.00371054437273501,5177.11375322727,0.0029200885213162,-0.00396058119474301,4301.7798260659,0.00247254628712642
6.2,-0.0036034282653826,4814.71724818995,0.00272371582880432,-0.00333563383511296,5644.83445438358,0.00314652517783941,-0.0036034282653826,4814.71724818995,0.00272371582880432
6.21,-0.00330562267610384,5217.35430286906,0.00291995608972602,-0.00301908915076113,6012.23664605478,0.00332323450585836,-0.00330562267610384,5217.35430286906,0.00291995608972602
6.22,-0.00304797515165985,5546.91254964791,0.00307984740253363,-0.00274191092327195,6313.36377752138,0.00346713414202557,-0.00304797515165985,5546.91254964791,0.00307984740253363
6.23,-0.00279034536994244,5857.9016070725,0.00322996639161408,-0.00246337919573445,6595.90469650736,0.00360118032425306,-0.00279034536994244,5857.9016070725,0.00322996639161408
6.24,-0.0024970432473943,6188.55393680962,0.00338855697976266,-0.00214747371369567,6891.83489918318,0.00374030645818566,-0.0024970432473943,6188.55393680962,0.00338855697976266
6.25,-0.00215470145859,6543.94314234935,0.00355758594116229,-0.00178153982353313,7203.8841601297,0.0038852832328858,-0.00215470145859,6543.94314234936,0.00355758594116229
6.26,-0.00176452308565394,6911.60931133354,0.00373055874731523,-0.00136830232755634,7520.28172377619,0.00403005892449043,-0.00176452308565394,6911.60931133355,0.00373055874731523
6.27,-0.00132710832061536,7280.38260904822,0.00390162812689987,-0.000909982130087416,7831.32899159929,0.00416964589716212,-0.00132710832061536,7280.38260904822,0.00390162812689987
6.28,-0.000843439721653564,7640.15220393973,0.0040655243032132,-0.000409080909710229,8129.2224992478,0.00430006873169412,-0.000843439721653565,7640.15220393974,0.00406552430321321
6.29,-0.00031841458613161,7980.59846841585,0.00421707364580474,0.000128128727006807,8406.77734769098,0.00441787603946858,-0.00031841458613161,7980.59846841585,0.00421707364580474
6.3,0.000245779207074997,8296.29412693539,0.0043535348453831,0.000698568517425145,8661.2326642048,0.0045217767434012,0.000245779207074997,8296.29412693539,0.0043535348453831
6.31,0.000859008896974191,8589.26122823247,0.00447545280975529,0.00131203462183663,8896.00597363168,0.00461305395339369,0.000859008896974191,8589.26122823248,0.00447545280975529
6.32,0.00154220834866304,8864.44061173815,0.0045843261983536,0.00199008609110048,9116.86329382488,0.00469360772879728,0.00154220834866304,8864.44061173815,0.00458432619835361
6.33,0.00231335950415989,9123.15152742155,0.00467990293526608,0.00275151973433276,9326.44376639348,0.00476383778576853,0.00231335950415989,9123.15152742155,0.00467990293526609
6.34,0.00316107053170914,9359.14479142091,0.00475949354644737,0.00358532658625731,9520.5455664898,0.00482211205677056,0.00316107053170914,9359.14479142091,0.00475949354644737
6.35,0.00401768344912146,9559.85333381062,0.0048200447309992,0.00442350653598291,9688.37594808039,0.004866329102359,0.00401768344912146,9559.85333381062,0.0048200447309992
6.36,0.00477493529960833,9714.21943521971,0.00486143468697835,0.00515756896217183,9818.96633562777,0.00489642602074241,0.00477493529960833,9714.21943521971,0.00486143468697836
6.37,0.0053405350821547,9818.90370177469,0.00488676325976801,0.00569627904271198,9907.47954119892,0.00491465875627775,0.0053405350821547,9818.90370177469,0.00488676325976801
6.38,0.00567157184356969,9876.94244896475,0.00489988698137251,0.0059988907198636,9955.12957326917,0.00492381079014885,0.0056715718435697,9876.94244896475,0.00489988698137252
6.39,0.00576663845693901,9893.35257000528,0.00490352038121652,0.00606623786417147,9965.63420224348,0.00492579495569807,0.00576663845693901,9893.35257000529,0.00490352038121652
6.4,0.00566988620018749,9699.84805650225,0.004806768124465,0.00594573497441219,9724.62842272492,0.00480529206593879,0.00566988620018749,9699.84805650224,0.004806768124465
6.41,0.00546230076558875,9284.67718730477,0.00459918268986626,0.00571873463553149,9270.62774496352,0.00457829172705809,0.00546230076558875,9284.67718730477,0.00459918268986626
6.42,0.00520217580492316,8764.42726597358,0.00433905772920067,0.00544147867509892,8716.11582409837,0.00430103576662551,0.00520217580492316,8764.42726597358,0.00433905772920067
6.43,0.0048898108301911,8139.69731650947,0.00402669275446861,0.00511339281590241,8059.94410570536,0.00397294990742901,0.0048898108301911,8139.69731650947,0.00402669275446861
6.44,0.00449161036681082,7343.29638974891,0.00362849229108833,0.0046992645125034,7231.68749890733,0.00355882160403,0.00449161036681082,7343.2963897489,0.00362849229108833
6.45,0.00397848819508781,6317.05204630289,0.00311537011936532,0.00416838337817698,6169.92523025449,0.00302794046970358,0.00397848819508781,6317.05204630289,0.00311537011936532
6.46,0.0033432156711157,5046.50699835868,0.00248009759539321,0.00351238862051847,4857.93571493748,0.00237194571204507,0.0033432156711157,5046.50699835867,0.00248009759539321
6.47,0.00260014574672091,3560.36714956909,0.00173702767099842,0.00274505091039104,3323.26029468262,0.00160460800191764,0.00260014574672091,3560.36714956909,0.00173702767099842
6.48,0.00177305677436462,1906.1892048565,0.000909938698642127,0.00188983707306159,1612.83262002371,0.000749394164588185,0.00177305677436462,1906.1892048565,0.000909938698642124
6.49,0.000889183948192767,138.443552512802,2.60658724702764e-05,0.00097376863610626,-217.393425101654,-0.000165668573006463,0.000889183948192767,138.443552512798,2.60658724702744e-05
6.5,-2.05223314733213e-06,-1596.2340110859,-0.000840015151458507,4.59927327277304e-05,-1994.85904943395,-0.00105234648563512,-2.05223314733115e-06,-1596.2340110859,-0.000840015151458508
6.51,-0.000830898458414827,-3095.57232468119,-0.00158551709412616,-0.000822619827929739,-3516.42218597579,-0.00180745273851727,-0.000830898458414827,-3095.57232468119,-0.00158551709412616
6.52,-0.00153483725677045,-4254.23801443525,-0.00215829173092537,-0.00156670773253789,-4683.57687358477,-0.00238258215806894,-0.00153483725677045,-4254.23801443526,-0.00215829173092537
6.53,-0.00207112984850236,-5060.83741750229,-0.00255459180665898,-0.00214078507663773,-5494.71630766552,-0.0027792830526325,-0.00207112984850236,-5060.8374175023,-0.00255459180665898
6.54,-0.00242272047350978,-5555.09200174733,-0.00279622102862966,-0.00252582810686386,-5997.28572548923,-0.00302352784989623,-0.00242272047350978,-5555.09200174734,-0.00279622102862966
6.55,-0.00259681583695467,-5791.13955827788,-0.00291129367083285,-0.00272783789341049,-6249.39446978186,-0.00314558456865306,-0.00259681583695467,-5791.13955827788,-0.00291129367083285
6.56,-0.00261311780783452,-5813.16503972809,-0.00292202803102349,-0.00276562696745264,-6296.14522368883,-0.0031682013299703,-0.00261311780783452,-5813.16503972809,-0.00292202803102349
6.57,-0.00250030499981932,-5587.5394236977,-0.0028092152230083,-0.00266691839527296,-6098.72807932946,-0.00306949275779061,-0.00250030499981932,-5587.53942369769,-0.0028092152230083
6.58,-0.00230163329359278,-5190.19601124461,-0.00261054351678175,-0.00247544530183438,-5715.7818924523,-0.00287801966435203,-0.00230163329359278,-5190.19601124461,-0.00261054351678176
6.59,-0.00207994213141333,-4746.81368688571,-0.0023888523546023,-0.00225599967744586,-5276.89064367527,-0.00265857403996352,-0.00207994213141333,-4746.81368688571,-0.0023888523546023
6.6,-0.00189259868375887,-4372.12679157678,-0.00220150890694784,-0.00206745060144542,-4899.79249167439,-0.00247002496396308,-0.00189259868375887,-4372.12679157678,-0.00220150890694784
6.61,-0.00175180989070048,-4090.54920546002,-0.00206072011388946,-0.00192243589603004,-4609.76308084362,-0.00232501025854769,-0.00175180989070048,-4090.54920546002,-0.00206072011388946
6.62,-0.00162709109095217,-3841.11160596338,-0.00193600131414114,-0.00178994472123121,-4344.78073124597,-0.00219251908374887,-0.00162709109095217,-3841.11160596339,-0.00193600131414114
6.63,-0.001485151478293,-3557.23238064505,-0.00179406170148198,-0.00163635156641772,-4037.59442161897,-0.00203892592893537,-0.001485151478293,-3557.23238064506,-0.00179406170148198
6.64,-0.00132211229730921,-3231.15401867746,-0.00163102252049818,-0.00145854358068275,-3681.97845014905,-0.00186111794320041,-0.00132211229730921,-3231.15401867747,-0.00163102252049818
6.65,-0.00115517331092756,-2897.27604591418,-0.00146408353411654,-0.00127525695672736,-3315.40520223825,-0.00167783131924501,-0.00115517331092756,-2897.27604591418,-0.00146408353411654
6.66,-0.000994785547683722,-2576.50051942649,-0.0013036957708727,-0.00109830981016985,-2961.51090912324,-0.0015008841726875,-0.000994785547683721,-2576.5005194265,-0.0013036957708727
6.67,-0.000842698373969974,-2272.326171999,-0.00115160859715895,-0.00093050424466949,-2625.89977812252,-0.00133307860718714,-0.000842698373969973,-2272.326171999,-0.00115160859715895
6.68,-0.000705075793346419,-1997.08101075189,-0.00101398601653539,-0.000779076357748687,-2323.04400428092,-0.00118165072026634,-0.000705075793346418,-1997.08101075189,-0.00101398601653539
